id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
wikidata_id_9;Tales of Phantasia; Game Boy Advance;;1995-12-15;;;;;;;Everyone 10+;Tales
wikidata_id_10;CyberGladiators; PC;;1996-01-01;;;;;;;;
wikidata_id_12;NASCAR Racing 2; PC;;1996-01-01;;;;;;;;
wikidata_id_17;Battle Chess II: Chinese Chess; PC;;1990-01-01;;;;;;;;
wikidata_id_21;Xenophage: Alien Bloodsport; PC;;1995-12-01;;;;;;;;
wikidata_id_23;'99 Kōshien; PlayStation;;1999-01-01;;;;;;;;
wikidata_id_25;Battleground 9: Chickamauga; PC;;1999-01-01;;;;;;;;
wikidata_id_26;DigimonWorld: Digital Card Battle; PlayStation;;1999-01-01;;;;;;;;
wikidata_id_29;Jumping Flash!; PSP;;1995-04-28;;;;;;;;
wikidata_id_38;Mankind; PC;;1998-12-01;;;;;;;;
wikidata_id_54;Angelique Tenkū no Requiem; PlayStation;;1998-01-01;;;;;;;;
wikidata_id_65;Xuan-Yuan Sword: Dance of the Maple Leaves; PC;;1995-01-06;;;;;;;;
wikidata_id_86;Hermie Hopperhead: Scrap Panic; PlayStation;;1996-12-15;;;;;;;;
wikidata_id_87;Jeff Wayne's The War of the Worlds; PlayStation;;1999-07-19;;;;;;;;
wikidata_id_104;Fallen Haven; PC;;1997-01-01;;;;;;;;
wikidata_id_107;Eisei Meijin; PlayStation;;1995-09-08;;;;;;;;Eisei Meijin
wikidata_id_119;Omega Boost; PlayStation;;1999-04-22;;;;;;;Everyone;
wikidata_id_121;Ogre Battle: The March of the Black Queen; PlayStation;;1993-03-12;;;;;;;Everyone;
wikidata_id_122;Lethal Enforcers II: Gun Fighters; PlayStation;;1994-05-11;;;;;;;Mature 17+;Lethal Enforcers
wikidata_id_124;Columns III; PC;;1993-10-15;;;;;;;Everyone;
wikidata_id_125;Darkstone; PlayStation;;1999-07-31;;;;;;;Teen;
wikidata_id_131;NHL 98; PlayStation;;1997-09-30;;;;;;;;NHL
wikidata_id_141;Rippin' Riders Snowboarding; Dreamcast;;1999-08-26;;;;;;;;
wikidata_id_147;Stay Tooned!; PC;;1996-01-01;;;;;;;;
wikidata_id_164;Firestorm: Thunderhawk 2; PC;;1996-05-24;;;;;;;;
wikidata_id_165;Fierce Harmony; PC;;1999-09-08;;;;;;;;
wikidata_id_168;Street Fighter II: The World Warrior; PlayStation;;1991-02-06;;;;;;;Everyone 10+;Street Fighter
wikidata_id_169;Buggy; PC;;1998-10-07;;;;;;;;
wikidata_id_175;Theme Park World; PC;;1999-11-20;;;;;;;;
wikidata_id_186;Blue Heat: The Case of the Cover Girl Murders; PC;;1997-09-12;;;;;;;Mature 17+;
wikidata_id_187;Langrisser IV; PlayStation;;1997-08-01;;;;;;;;
wikidata_id_190;64 Ōzumō; Nintendo 64;;1997-11-28;;;;;;;;
wikidata_id_195;Powerslide; PC;;1998-01-01;;;;;;;Everyone;
wikidata_id_207;Dragonseeds; PlayStation;;1998-08-06;;;;;;;;
wikidata_id_210;Santa Fe Mysteries: Sacred Ground; PC;;1997-01-01;;;;;;;;
wikidata_id_211;Strikers 1945 II; PlayStation 2;;1997-01-01;;;;;;;;
wikidata_id_217;Crash Bandicoot; PlayStation;;1996-09-09;;;;;;;Kids to Adults;Crash Bandicoot
wikidata_id_219;Lemmings; PlayStation 3;;1991-02-14;;;;;;;Kids to Adults;
wikidata_id_232;Lone Soldier; PlayStation;;1995-01-01;;;;;;;Teen;
wikidata_id_235;SimCity 2000; PC;;1993-01-01;;;;;;;Everyone;SimCity
wikidata_id_240;V-Rally 2; Dreamcast;;1999-10-31;;;;;;;Everyone 10+;Test Drive
wikidata_id_246;Bangai-O; Nintendo 64;;1999-09-03;;;;;;;Everyone;
wikidata_id_247;Blake Stone: Planet Strike; PC;;1994-10-28;;;;;;;;
wikidata_id_256;"10101: ""Will"" The Starship"; PlayStation;;1997-01-01;;;;;;;;
wikidata_id_262;SimCity 2000; Game Boy Advance;;1993-01-01;;;;;;;Everyone;SimCity
wikidata_id_269;You Don't Know Jack Sports; PC;;1997-01-01;;;;;;;Teen;
wikidata_id_283;The Super Spy; Wii;;1990-01-01;;;;;;;;
wikidata_id_285;Destruction Derby 2; PC;;1996-10-31;;;;;;;Everyone;Destruction Derby
wikidata_id_291;Q2565784; PC;;1997-01-01;;;;;;;;
wikidata_id_296;Small Soldiers: Squad Commander; PC;;1998-01-01;;;;;;;;
wikidata_id_297;Math Blaster Mystery: The Great Brain Robbery; PC;;1994-01-01;;;;;;;;
wikidata_id_318;Moon: Remix RPG Adventure; PC;;1997-10-16;;;;;;;Teen;
wikidata_id_321;UFO: Enemy Unknown; PlayStation;;1994-01-01;;;;;;;Everyone;X-COM
wikidata_id_330;Killer Instinct; Xbox One;;1994-06-28;;;;;;;Teen;Killer Instinct
wikidata_id_333;Crystal Caves; PC;;1991-10-23;;;;;;;;
wikidata_id_341;Cool Boarders; PlayStation;;1996-08-30;;;;;;;Kids to Adults;Cool Boarders
wikidata_id_357;Ucchannanchan no Honō no Challenger: Denryū Iraira Bō; Nintendo 64;;1997-12-19;;;;;;;;
wikidata_id_358;Bve trainsim; PC;;1996-01-01;;;;;;;;
wikidata_id_375;G-Nome; PC;;1997-02-28;;;;;;;;
wikidata_id_380;Claw; PC;;1997-09-30;;;;;;;Everyone;
wikidata_id_393;Enemy Engaged: Apache vs Havoc; PC;;1998-10-18;;;;;;;;
wikidata_id_416;Hydro Thunder; Dreamcast;;1999-09-09;;;;;;;;Hydro Thunder
wikidata_id_418;YU-NO: A girl who chants love at the bound of this world; PlayStation Vita;;1996-12-26;;;;;;;Mature 17+;
wikidata_id_420;Dark Sun: Shattered Lands; PC;;1993-01-01;;;;;;;;Dark Sun
wikidata_id_423;Attack from Mars; PlayStation 3;;1995-12-01;;;;;;;;
wikidata_id_426;Nights into Dreams...; PlayStation 2;;1996-07-05;;;;;;;Kids to Adults;NiGHTS
wikidata_id_428;Black Widow; PlayStation 2;;1982-01-01;;;;;;;;
wikidata_id_436;Noir: A Shadowy Thriller; PC;;1996-01-01;;;;;;;Teen;
wikidata_id_452;Capitalism; PC;;1995-10-31;;;;;;;;
wikidata_id_457;Terminal Velocity; PC;;1995-05-31;;;;;;;;
wikidata_id_462;Flashback; Dreamcast;;1992-01-01;;;;;;;Kids to Adults;
wikidata_id_465;Ghost in the Shell; PC;;1997-07-17;;;;;;;;
wikidata_id_470;Mortal Kombat 3; PC;;1995-04-15;;;;;;;Mature 17+;Mortal Kombat
wikidata_id_472;Duke Caribbean: Life's a Beach; PC;;1997-01-01;;;;;;;;
wikidata_id_476;Return of the Phantom; PC;;1993-01-01;;;;;;;;
wikidata_id_479;Doraemon: Nobitaito Fukkatsu no hoshi; PlayStation;;1996-01-01;;;;;;;;
wikidata_id_480;The X-Files Game; PlayStation;;1998-05-31;;;;;;;Teen;
wikidata_id_484;Colony Wars: Vengeance; PlayStation;;1998-10-31;;;;;;;;Colony Wars
wikidata_id_487;Simon the Sorcerer; PC;;1993-09-27;;;;;;;;Simon the Sorcerer
wikidata_id_493;First Queen; PC;;1988-01-01;;;;;;;;
wikidata_id_495;Boggle; PC;;1997-01-01;;;;;;;;
wikidata_id_499;Pharaoh; PC;;1999-01-01;;;;;;;Everyone;City Building Series
wikidata_id_506;Mega Man 5; PlayStation;;1992-12-04;;;;;;;Everyone;Mega Man
wikidata_id_524;Sound Novel Tsukūru; PlayStation;;1996-05-31;;;;;;;;
wikidata_id_534;Bio-Hazard Battle; PC;;1992-10-30;;;;;;;;
wikidata_id_537;V-Rally 2; Dreamcast;;1999-10-31;;;;;;;Everyone 10+;Need for Speed
wikidata_id_543;WWF Attitude; Nintendo 64;;1999-07-31;;;;;;;Everyone;
wikidata_id_551;Formula 1; PC;;1996-01-01;;;;;;;Kids to Adults;
wikidata_id_556;pop'n music 2; Dreamcast;;1999-01-01;;;;;;;;
wikidata_id_558;Tekken 2; PlayStation;;1995-09-29;;;;;;;Teen;Tekken
wikidata_id_560;The House of the Dead; PlayStation;;1997-03-04;;;;;;;;The House of the Dead
wikidata_id_568;Star Trek: Starfleet Academy; PC;;1997-09-01;;;;;;;;
wikidata_id_571;Tom Clancy's Rainbow Six; PlayStation;;1998-08-21;;;;;;;Mature 17+;Tom Clancy's Rainbow Six
wikidata_id_573;Croc: Legend of the Gobbos; PlayStation;;1997-09-29;;;;;;;Kids to Adults;
wikidata_id_577;Kurushi Final: Mental Blocks; PlayStation;;1999-01-01;;;;;;;;
wikidata_id_587;Harvest Moon 64; Nintendo 64;;1999-02-05;;;;;;;Everyone;Story of Seasons
wikidata_id_593;F-22 Total Air War; PC;;1998-01-01;;;;;;;;
wikidata_id_599;Baldur's Gate; PC;;1998-12-21;;;;;;;Teen;Baldur's Gate
wikidata_id_602;Combination Pro Soccer; PlayStation;;1998-06-18;;;;;;;;
wikidata_id_605;The King of Fighters '94; PlayStation 2;;1994-08-25;;;;;;;Teen;The King of Fighters
wikidata_id_607;Jones in the Fast Lane; PC;;1990-01-01;;;;;;;;
wikidata_id_608;Space Station Silicon Valley; PlayStation;;1998-10-21;;;;;;;Everyone;
wikidata_id_615;Earthworm Jim 2; PlayStation;;1995-12-22;;;;;;;;Earthworm Jim
wikidata_id_618;Genewars; PC;;1996-09-30;;;;;;;;
wikidata_id_620;Mortal Kombat Mythologies: Sub-Zero; Nintendo 64;;1997-10-01;;;;;;;Mature 17+;Mortal Kombat
wikidata_id_630;Blue Stinger; Dreamcast;;1999-03-25;;;;;;;Mature 17+;
wikidata_id_641;Crusader: No Regret; PC;;1996-09-10;;;;;;;Teen;
wikidata_id_645;Midtown Madness; PC;;1999-02-27;;;;;;;Everyone;Midtown Madness
wikidata_id_647;McKenzie & Co; PC;;1995-01-01;;;;;;;Everyone;
wikidata_id_648;Space Wars; Switch;;1977-01-01;;;;;;;Everyone;
wikidata_id_652;FIFA: Road to World Cup 98; PC;;1997-06-17;;;;;;;Everyone;FIFA
wikidata_id_659;Bomberman: Panic Bomber; PSP;;1994-12-22;;;;;;;Everyone;Bomberman
wikidata_id_668;World Series of Poker Adventure; PC;;1992-01-01;;;;;;;;
wikidata_id_671;Q48990397; PC;;1997-05-01;;;;;;;;
wikidata_id_698;Fantastic Fortune; PlayStation;;1998-11-27;;;;;;;;
wikidata_id_699;Crusader: No Remorse; PlayStation;;1997-05-26;;;;;;;;
wikidata_id_705;Hell-Copter; PC;;1999-01-01;;;;;;;;
wikidata_id_707;NBA Showtime: NBA on NBC; Dreamcast;;1999-10-31;;;;;;;;
wikidata_id_708;Wing Commander: Academy; PC;;1993-01-01;;;;;;;;
wikidata_id_724;Front Mission 2; PlayStation;;1997-09-25;;;;;;;Teen;Front Mission
wikidata_id_725;Discs of Tron; Xbox 360;;1983-01-01;;;;;;;;
wikidata_id_728;Steven Spielberg's Director's Chair; PC;;1996-01-01;;;;;;;;
wikidata_id_730;Pop'n music 3; Dreamcast;;1999-01-01;;;;;;;;
wikidata_id_742;The Incredible Machine 2; PC;;1994-01-01;;;;;;;;
wikidata_id_743;Dark Rift; Nintendo 64;;1997-07-10;;;;;;;;
wikidata_id_755;Centipede; PlayStation Vita;;1981-06-01;;;;;;;;Centipede
wikidata_id_759;Famista 64; Nintendo 64;;1997-11-28;;;;;;;;
wikidata_id_763;Blazing Lazers; PSP;;1989-07-07;;;;;;;;
wikidata_id_765;Blue's 123 Time Activities; PC;;1999-01-01;;;;;;;;
wikidata_id_770;Disney's Animated Storybook: 101 Dalmatians; PC;;1997-01-01;;;;;;;;
wikidata_id_775;Star Gladiator; PlayStation;;1996-10-25;;;;;;;Teen;
wikidata_id_780;Centipede; PlayStation;;1981-06-01;;;;;;;;Centipede
wikidata_id_781;Monaco Grand Prix; Dreamcast;;1999-06-30;;;;;;;;
wikidata_id_783;Godzilla Trading Battle; PlayStation;;1998-12-03;;;;;;;;
wikidata_id_791;Sentinel Returns; PlayStation;;1998-01-01;;;;;;;;
wikidata_id_794;Reader Rabbit Toddler; PC;;1997-01-01;;;;;;;;
wikidata_id_800;Triple Play 2002; PlayStation;;1997-01-01;;;;;;;;Triple Play series
wikidata_id_806;Super Street Fighter II Turbo; PlayStation 2;;1994-02-23;;;;;;;;Street Fighter
wikidata_id_819;TwinBee RPG; PlayStation;;1998-04-02;;;;;;;;
wikidata_id_822;Mumin: På kryss med Haffsorkestern; PC;;1996-01-01;;;;;;;;
wikidata_id_826;Clock Tower; PlayStation;;1996-12-13;;;;;;;Mature 17+;Clock Tower
wikidata_id_831;Pandemonium 2; PC;;1997-09-30;;;;;;;;
wikidata_id_832;Silent Thunder: A-10 Tank Killer II; PC;;1996-02-29;;;;;;;;
wikidata_id_845;Jeopardy!; Nintendo 64;;1998-02-25;;;;;;;;
wikidata_id_846;Wave Race 64; Nintendo 64;;1996-09-27;;;;;;;Kids to Adults;Wave Race
wikidata_id_855;Twisted Edge Extreme Snowboarding; Nintendo 64;;1998-11-10;;;;;;;;
wikidata_id_858;WWF WrestleMania 2000; Nintendo 64;;1999-01-01;;;;;;;;
wikidata_id_859;Hydro Thunder; PC;;1999-09-09;;;;;;;;Thunder
wikidata_id_861;Vigilante 8; Nintendo 64;;1998-05-31;;;;;;;Teen;
wikidata_id_862;Cydonia: Mars - The First Manned Mission; PC;;1999-10-13;;;;;;;;
wikidata_id_865;Planetfall; PC;;1983-07-08;;;;;;;;
wikidata_id_873;Animaniacs: Ten Pin Alley; PlayStation;;1998-12-01;;;;;;;;
wikidata_id_877;Hydro Thunder; GameCube;;1999-09-09;;;;;;;;Thunder
wikidata_id_880;Knights and Merchants: The Shattered Kingdom; PC;;1998-09-18;;;;;;;;
wikidata_id_883;Tong Nou and Chu-Teng; PC;;1994-01-01;;;;;;;;
wikidata_id_894;Astrorock; PC;;1996-07-31;;;;;;;;
wikidata_id_899;Angelique; DS;;1994-09-23;;;;;;;;
wikidata_id_909;Dragon's Lair; Wii;;1983-06-19;;;;;;;;Dragon's Lair
wikidata_id_910;Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch; PC;;1999-01-01;;;;;;;;Freddi Fish
wikidata_id_918;Star Trek: Hidden Evil; PC;;1999-11-01;;;;;;;Teen;
wikidata_id_919;Tetris; Switch;;1984-06-06;;;;;;;;
wikidata_id_924;Dragon's Lair; PSP;;1983-06-19;;;;;;;;Dragon's Lair
wikidata_id_927;Treasures of the Deep; PlayStation;;1997-08-31;;;;;;;Teen;
wikidata_id_929;Gundam: Battle Assault; PlayStation;;1998-03-12;;;;;;;;Gundam: Battle Assault
wikidata_id_933;Rayman 2: The Great Escape; DS;;1999-10-29;;;;;;;;Rayman
wikidata_id_935;Rayman 2: The Great Escape; Dreamcast;;1999-10-29;;;;;;;;Rayman
wikidata_id_938;Gran Turismo; PlayStation;;1997-12-23;;;;;;;Everyone;Gran Turismo
wikidata_id_940;Yoshi's Island; Game Boy Advance;;1995-08-05;;;;;;;Everyone;Yoshi's Island
wikidata_id_948;Brave Fencer Musashi; PSP;;1998-07-16;;;;;;;Everyone;
wikidata_id_949;MechCommander; PC;;1998-05-31;;;;;;;;
wikidata_id_952;Reader Rabbit; PC;;1984-01-01;;;;;;;;Reader Rabbit
wikidata_id_962;Racing Simulation 2; Dreamcast;;1998-01-01;;;;;;;;
wikidata_id_964;Breath of Fire III; PSP;;1997-09-11;;;;;;;Teen;Breath of Fire
wikidata_id_966;Q3001778; PC;;1996-01-01;;;;;;;;
wikidata_id_970;Speedy Eggbert; PC;;1998-09-13;;;;;;;Everyone;Blupi
wikidata_id_974;Bugs Bunny: Lost in Time; PC;;1999-05-31;;;;;;;Everyone;
wikidata_id_975;Final Liberation; PC;;1997-11-30;;;;;;;;
wikidata_id_980;Diddy Kong Racing; Nintendo 64;;1997-11-21;;;;;;;Kids to Adults;Donkey Kong
wikidata_id_986;Super Mario 64; Nintendo 64;;1996-06-23;;;;;;;Everyone;Super Mario 64
wikidata_id_988;Giga Wing; Dreamcast;;1999-11-11;;;;;;;;
wikidata_id_995;Crash Team Racing; PSP;;1999-09-30;;;;;;;Everyone;Crash Bandicoot
wikidata_id_999;Clan Lord; PC;;1998-10-18;;;;;;;;
wikidata_id_1001;Kurt: Der Fussballmanager; PC;;1999-02-01;;;;;;;;
wikidata_id_1005;Dynamite Headdy; PC;;1994-01-01;;;;;;;Everyone;
wikidata_id_1019;Rival Realms; PC;;1998-12-12;;;;;;;Everyone;
wikidata_id_1025;MechWarrior 3: Pirate's Moon; PC;;1999-01-01;;;;;;;;
wikidata_id_1028;Donkey Kong Country 3: Dixie Kong's Double Trouble!; Game Boy Advance;;1996-11-18;;;;;;;Everyone;Donkey Kong
wikidata_id_1038;Panel Quiz Attack 25; PC;;1997-01-01;;;;;;;;
wikidata_id_1053;Crazy Taxi; Dreamcast;;1999-01-01;;;;;;;Teen;Crazy Taxi
wikidata_id_1057;Yoshi's Island; Game Boy Advance;;1995-08-05;;;;;;;Everyone;Yoshi
wikidata_id_1058;Test Drive Off-Road 2; PC;;1998-09-30;;;;;;;Everyone;Test Drive
wikidata_id_1069;Minesweeper; PC;;1989-01-01;;;;;;;;
wikidata_id_1072;Roadsters; Dreamcast;;1999-11-30;;;;;;;;
wikidata_id_1077;Shadow Man; PlayStation;;1999-03-09;;;;;;;Mature 17+;
wikidata_id_1078;BattleTanx: Global Assault; Nintendo 64;;1999-08-31;;;;;;;;
wikidata_id_1092;Panzer General; PlayStation;;1994-01-01;;;;;;;;
wikidata_id_1093;Mado Jeongi: Elysion e Bimil; PC;;1997-01-01;;;;;;;;
wikidata_id_1102;Valis III; Switch;;1990-09-07;;;;;;;Teen;
wikidata_id_1108;The Legend of Dragoon; PlayStation;;1999-12-02;;;;;;;Teen;
wikidata_id_1111;Cyber Troopers Virtual-On Oratorio Tangram; Dreamcast;;1999-12-09;;;;;;;;Virtual On
wikidata_id_1112;Front Mission 3; PlayStation;;1999-09-02;;;;;;;Teen;Front Mission
wikidata_id_1113;Clue; PC;;1998-01-01;;;;;;;;
wikidata_id_1114;Street Fighter III: 3rd Strike; Xbox 360;;1999-05-12;;;;;;;Teen;Street Fighter
wikidata_id_1124;Requiem: Avenging Angel; PC;;1999-03-31;;;;;;;;
wikidata_id_1125;Another World; Switch;;1991-01-01;;;;;;;Everyone;
wikidata_id_1129;Total Annihilation: Kingdoms; PC;;1999-06-25;;;;;;;Teen;Total Annihilation
wikidata_id_1131;Street Fighter III: 3rd Strike; Dreamcast;;1999-05-12;;;;;;;Teen;Street Fighter
wikidata_id_1136;Luftwaffe Commander; PC;;1999-01-01;;;;;;;;
wikidata_id_1139;Bug Too!; PC;;1996-11-30;;;;;;;Everyone;
wikidata_id_1146;The Time Warp of Dr. Brain; PC;;1996-01-01;;;;;;;;Dr. Brain
wikidata_id_1149;Pixeline på Bedstemors loft; PC;;1997-01-01;;;;;;;;Pixeline
wikidata_id_1155;South Park: Chef's Luv Shack; PC;;1999-10-12;;;;;;;Mature 17+;
wikidata_id_1156;Dragon Knight 4; PC;;1994-02-25;;;;;;;;Dragon Knight
wikidata_id_1157;Frogger; DS;;1981-01-01;;;;;;;;Frogger
wikidata_id_1168;Metal Slug X; PSP;;1999-01-01;;;;;;;;
wikidata_id_1174;Bible Adventures; PC;;1991-01-01;;;;;;;;
wikidata_id_1176;Down in the Dumps; PlayStation;;1996-01-01;;;;;;;;
wikidata_id_1181;O.D.T.; PC;;1998-08-31;;;;;;;;
wikidata_id_1190;Warzone 2100; PC;;1999-04-10;;;;;;;Teen;
wikidata_id_1197;Warhammer: Shadow of the Horned Rat; PC;;1995-11-11;;;;;;;;
wikidata_id_1206;Return to Zork; PlayStation;;1993-08-20;;;;;;;Teen;
wikidata_id_1208;Phantasy Star II; PlayStation 2;;1989-03-21;;;;;;;Everyone 10+;Phantasy Star
wikidata_id_1216;Close Combat; PC;;1996-01-01;;;;;;;;Close Combat
wikidata_id_1232;Panzer Front; Dreamcast;;1999-12-22;;;;;;;;
wikidata_id_1234;Rugrats: Studio Tour; PlayStation;;1999-11-10;;;;;;;Everyone;Rugrats
wikidata_id_1240;Mega Man X3; PlayStation;;1995-12-01;;;;;;;Kids to Adults;Mega Man X
wikidata_id_1243;The Hunchback of Notre Dame: Topsy Turvy Games; PC;;1996-01-01;;;;;;;;
wikidata_id_1246;Grand Slam; PC;;1996-01-01;;;;;;;;
wikidata_id_1248;Hexplore; PC;;1998-01-01;;;;;;;;
wikidata_id_1253;2Xtreme; PlayStation;;1996-10-31;;;;;;;;
wikidata_id_1266;Lords of the Realm; PC;;1994-01-01;;;;;;;;
wikidata_id_1275;NHL Championship 2000; PlayStation;;1999-09-29;;;;;;;Everyone;
wikidata_id_1276;NCAA March Madness 2000; PlayStation;;1999-12-01;;;;;;;Everyone;NCAA Basketball
wikidata_id_1297;Tom Clancy's ruthless.com; PC;;1998-11-30;;;;;;;;
wikidata_id_1304;Quake; PC;;1996-06-22;;;;;;;Mature 17+;Quake
wikidata_id_1312;Wipeout; PlayStation;;1995-09-29;;;;;;;Everyone;Wipeout
wikidata_id_1324;Sanctum; PC;;1998-07-09;;;;;;;;
wikidata_id_1326;Myst; PC;;1993-09-24;;;;;;;Everyone;Myst
wikidata_id_1335;Shadow Madness; PlayStation;;1999-04-30;;;;;;;;
wikidata_id_1358;Lethal Enforcers; PlayStation;;1992-10-14;;;;;;;;
wikidata_id_1360;Constructor; PlayStation 4;;1997-10-03;;;;;;;;
wikidata_id_1373;System Shock 2; PC;;1999-08-11;;;;;;;Mature 17+;
wikidata_id_1381;Planet Laika; PlayStation;;1999-10-21;;;;;;;;
wikidata_id_1385;Army Men: Air Attack; Nintendo 64;;1999-10-13;;;;;;;Teen;
wikidata_id_1388;Power Move Pro Wrestling; PlayStation;;1995-09-29;;;;;;;;Shin Nippon Pro Wrestling Toukon Retsuden
wikidata_id_1398;Q11241832; Dreamcast;;1999-01-01;;;;;;;;
wikidata_id_1410;Starwinder; PlayStation;;1996-10-31;;;;;;;Everyone;
wikidata_id_1415;Wing Commander IV: The Price of Freedom; PC;;1996-02-12;;;;;;;;Wing Commander
wikidata_id_1417;Carmen Sandiego's Great Chase Through Time; PC;;1997-01-01;;;;;;;;
wikidata_id_1424;Fighters Destiny; Nintendo 64;;1998-01-31;;;;;;;Teen;
wikidata_id_1438;Nancy Drew: Secrets Can Kill; PC;;1998-12-23;;;;;;;;Nancy Drew
wikidata_id_1450;Air Warrior III; PC;;1997-01-01;;;;;;;;
wikidata_id_1452;You Don't Know Jack; PC;;1995-01-01;;;;;;;;
wikidata_id_1461;International Superstar Soccer 2000; Nintendo 64;;1999-07-29;;;;;;;;International Superstar Soccer
wikidata_id_1473;Sub Culture; PC;;1997-01-01;;;;;;;Teen;
wikidata_id_1474;Rollcage; PC;;1999-03-24;;;;;;;;Rollcage
wikidata_id_1475;Super Mario 64; Nintendo 64;;1996-06-23;;;;;;;Everyone;Super Mario
wikidata_id_1492;Little Big Adventure; PC;;1996-07-19;;;;;;;;Little Big Adventure
wikidata_id_1494;Hiryū no Ken; Wii U;;1985-01-01;;;;;;;;
wikidata_id_1502;Super Robot Wars Gaiden: Masō Kishin – The Lord Of Elemental; DS;;1996-01-01;;;;;;;;Super Robot Wars
wikidata_id_1505;Command & Conquer: Red Alert; PC;;1996-10-31;;;;;;;Teen;Command & Conquer
wikidata_id_1510;Tehkan World Cup; PlayStation 2;;1986-01-01;;;;;;;;
wikidata_id_1514;Bomberman Party Edition; PSP;;1998-12-10;;;;;;;;Bomberman
wikidata_id_1518;X-Men; PSP;;1992-03-01;;;;;;;;
wikidata_id_1527;Worms; PC;;1995-06-01;;;;;;;Everyone;Worms
wikidata_id_1528;Centipede; PC;;1998-10-31;;;;;;;;
wikidata_id_1529;Theme Aquarium; PlayStation;;1998-12-17;;;;;;;;
wikidata_id_1536;Q11510732; PC;;1999-01-01;;;;;;;;
wikidata_id_1537;Star Wars: Dark Forces; PC;;1995-02-28;;;;;;;Teen;Star Wars: Jedi Knight
wikidata_id_1538;Mace: The Dark Age; Nintendo 64;;1997-10-01;;;;;;;;
wikidata_id_1541;Q11078236; PC;;1994-01-01;;;;;;;;
wikidata_id_1551;Deus; PC;;1996-12-31;;;;;;;;
wikidata_id_1564;Pajama Sam: No Need to Hide When It's Dark Outside; Switch;;1996-10-04;;;;;;;Everyone;Pajama Sam
wikidata_id_1574;Mahjong Gokū Tenjiku; PlayStation;;1994-12-03;;;;;;;;
wikidata_id_1575;Mortal Kombat 4; Nintendo 64;;1997-10-15;;;;;;;Mature 17+;Mortal Kombat
wikidata_id_1576;Ace Combat 2; PlayStation;;1997-05-30;;;;;;;Teen;Ace Combat
wikidata_id_1578;Muzzle Velocity; PC;;1997-01-01;;;;;;;;
wikidata_id_1581;Space Invaders; PC;;1978-01-01;;;;;;;;
wikidata_id_1585;Butasan; PlayStation 4;;1987-01-01;;;;;;;;
wikidata_id_1592;G-Police; PlayStation;;1997-09-30;;;;;;;;
wikidata_id_1593;Puzzle Bobble 4; Dreamcast;;1998-08-06;;;;;;;Everyone;Bust-A-Move
wikidata_id_1605;Space Invaders; Game Boy Advance;;1978-01-01;;;;;;;;
wikidata_id_1613;SimTown; PC;;1995-01-01;;;;;;;;Sim
wikidata_id_1617;Shivers II: Harvest of Souls; PC;;1997-01-01;;;;;;;;
wikidata_id_1624;Wall Street Trader 2000; PC;;1999-01-01;;;;;;;;Wall Street Trader
wikidata_id_1632;Go-Go! Nekketsu Hockey Club Slip-and-Slide Madness; Wii U;;1992-01-01;;;;;;;;
wikidata_id_1643;J.B. Harold Murder Club; DS;;1986-01-01;;;;;;;;
wikidata_id_1666;Robert E. Lee: Civil War General; PC;;1996-01-01;;;;;;;Everyone;
wikidata_id_1668;TalonSoft's 12 O'Clock High: Bombing the Reich; PC;;1999-11-30;;;;;;;;
wikidata_id_1675;Fisherman's Bait 2: Big Ol' Bass; PlayStation;;1999-01-01;;;;;;;;Fisherman's Bait
wikidata_id_1677;Simon the Sorcerer's Pinball; PC;;1998-01-01;;;;;;;;Simon the Sorcerer
wikidata_id_1679;Jump Raven; PC;;1994-01-01;;;;;;;;
wikidata_id_1685;Battlezone; PC;;1998-02-28;;;;;;;;Battlezone
wikidata_id_1689;X-Change; PC;;1997-10-24;;;;;;;Adults Only 18+;X-Change
wikidata_id_1695;AI Shogi; PlayStation;;1995-11-22;;;;;;;;
wikidata_id_1698;Q11079032; PC;;1999-01-01;;;;;;;;
wikidata_id_1700;Disney's Tarzan; PlayStation;;1999-06-16;;;;;;;Everyone;Tarzan
wikidata_id_1703;Virtual Sailor; PC;;1999-01-01;;;;;;;;
wikidata_id_1710;Off Road Challenge; Nintendo 64;;1997-01-01;;;;;;;Everyone;
wikidata_id_1726;Ready 2 Rumble Boxing; PlayStation;;1999-09-09;;;;;;;;
wikidata_id_1735;Bass Rise; PlayStation;;1999-03-25;;;;;;;;
wikidata_id_1740;Daisenryaku; Xbox;;1991-06-17;;;;;;;;
wikidata_id_1744;Heiankyo Alien; PC;;1990-01-14;;;;;;;;
wikidata_id_1748;Grand Theft Auto 2; PC;;1999-09-30;;;;;;;Mature 17+;Grand Theft Auto
wikidata_id_1749;Daisenryaku; PSP;;1991-06-17;;;;;;;;
wikidata_id_1750;Age of Empires; PC;;1997-10-15;;;;;;;Teen;Age of Empires
wikidata_id_1754;Intellivision Lives!; Xbox;;1998-12-18;;;;;;;Everyone;
wikidata_id_1773;Habitat; PC;;1986-01-01;;;;;;;;
wikidata_id_1775;Worms 2; PC;;1997-12-31;;;;;;;Kids to Adults;Worms
wikidata_id_1778;Curse of the Azure Bonds; PC;;1989-01-01;;;;;;;;Gold Box
