id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
Video_games_sales16204;Cosmetic Paradise: Make no Kiseki;DS;Global A Entertainment;2008-01-01;0.01;Misc;;;;;;;wikidata_id_62258;Where's My Water? 2;Android;;2013-09-13;;;;;;;;Where's My Water?
Video_games_sales14352;The Void;PC;Mamba Games;2008-01-01;0.03;Adventure;77.0;8.3;;;;;wikidata_id_40001;Super Monkey Ball Adventure;Nintendo GameCube;;2006-06-30;;;;;;;Everyone;Super Monkey Ball
Video_games_sales14125;Summon Night 6: Lost Borders;PS4;Namco Bandai Games;2016-01-01;0.04;Action;;;;;;;wikidata_id_43181;Cocoto Fishing Master;PlayStation 2;;2007-12-04;;;;;;;;
Video_games_sales16703;Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four;PS2;Paon;2008-01-01;0.01;Misc;;;;;;;wikidata_id_22594;Crystal Caves;macOS;;1991-10-23;;;;;;;;
Video_games_sales14796;Galaxy Angel II: Zettairyouiki no Tobira;PS2;Broccoli;2006-01-01;0.03;Strategy;;;;;;;wikidata_id_24598;Lemmings;MSX 2;;1991-02-14;;;;;;;Everyone;
Video_games_sales14843;Nobunaga no Yabou DS 2;DS;Tecmo Koei;2008-01-01;0.03;Strategy;;;;;;;wikidata_id_73180;Draw Slasher;macOS;;2016-10-13;;;;;;;Teen;
Video_games_sales15752;Rainbow Islands Revolution;DS;Rising Star Games;2005-01-01;0.02;Platform;54.0;;;;E;;wikidata_id_72789;Fotonica;Android;;2014-09-11;;;;;;;;
Video_games_sales15914;Elkrone no Atelier: Dear for Otomate;PSP;Idea Factory;2012-01-01;0.02;Action;;;;;;;wikidata_id_43031;The Terminator: Dawn of Fate;PlayStation 2;;2002-09-16;;;;;;;Teen;
Video_games_sales14367;Emma at the Farm;DS;Aspyr;2008-01-01;0.03;Adventure;;;;;E;;wikidata_id_67250;Legend of the Skyfish;PlayStation 4;;2016-08-12;;;;;;;Everyone 10+;Legend of the Skyfish
Video_games_sales14662;Daibakushou: Jinsei Gekijou;SNES;Taito;1995-01-01;0.03;Misc;;;;;;;wikidata_id_7751;Godzilla;Game Boy;;1990-12-18;;;;;;;;
Video_games_sales16749;Hanasaku Manimani;PSV;5p;2014-01-01;0.01;Adventure;;;;;;;wikidata_id_22660;Buck Rogers: Planet of Zoom;Atari 2600;;1982-01-01;;;;;;;;
Video_games_sales14940;Jet Grind Radio;GBA;Sega;2003-01-01;0.03;Action;74.0;9.3;;;E;;wikidata_id_13854;Bomb Jack II;Commodore 64;;1986-01-01;;;;;;;;
