id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
Video_games_sales17032;Harry Potter and the Goblet of Fire;PC;Electronic Arts;2005-01-01;0.01;Action;66.0;4.0;;;E10+;;PS4_id_3906;Atomicrops (JP);PS4;EXNOA;2020-09-17;;Roguelite,Shoot 'em up;;;Bird Bath Games;;;
Video_games_sales16792;Outdoors Unleashed: Africa 3D;3DS;Mastiff;2011-01-01;0.01;Sports;;;;;T;;PS4_id_1662;The Walking Dead: A New Frontier;PS4;Telltale Games;2016-12-20;;Adventure,Point & Click;;;Telltale Games;;;
Video_games_sales14842;Tom and Jerry in War of the Whiskers;X;Ubisoft;2003-01-01;0.03;Fighting;;;;;;;PS4_id_2780;Perception: Remastered (EU);PS4;The Deep End Games;2018-10-30;;Adventure;;;The Deep End Games;;;
Video_games_sales17347;SBK09 Superbike World Championship;X360;Black Bean Games;2009-01-01;0.01;Racing;;;;;;;PS4_id_2414;Iro Hero (EU);PS4;eastasiasoft;2019-12-18;;Shoot 'em up;;;Artax Games;;;
Video_games_sales15441;Vampire Mansion: Linda Hyde;DS;Unknown;2011-01-01;0.02;Adventure;;;;;E10+;;PS4_id_8425;Bladestorm: Nightmare;PS4;KOEI TECMO;2015-03-17;;Strategy,Hack & Slash,Real Time;;;Omega Force;;;
Video_games_sales15442;World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto;PSP;fonfun;2008-01-01;0.02;Simulation;;;;;;;PS4_id_1107;Tacoma;PS4;Fullbright;2018-05-08;;Adventure;;;Fullbright;;;
Video_games_sales16129;Hasbro Family Fun Pack Conquest Edition;PS4;Ubisoft;2016-01-01;0.02;Misc;;;;;E10+;;PS4_id_4421;Solaris Offworld Combat;PS4;First Contact Entertainment,Perp Games;2021-05-18;;First Person Shooter;;;First Contact Entertainment;;;
Video_games_sales14938;Kuryuu Youma Gakuenki Recharge;PS2;Atlus;2006-01-01;0.03;Adventure;;;;;;;PS4_id_7325;Little Red Lie (EU);PS4;WZO Games;2018-01-09;;Adventure;;;WZO Games;;;
Video_games_sales14775;Detective Opera: Milky Holmes 2;PSP;BushiRoad;2012-01-01;0.03;Adventure;;;;;;;PS4_id_7480;ZOMBI;PS4;Ubisoft;2015-08-18;;Survival Horror;;;Ubisoft Montpellier;;;
Video_games_sales15188;Kensei: Sacred Fist;PS;Konami Digital Entertainment;1997-01-01;0.02;Fighting;;;;;;;PS4_id_6253;Glittering Sword;PS4;ChiliDog Interactive;2021-02-05;;Action-Adventure;;;HugePixel;;;
Video_games_sales16888;Memories Off 6: T-Wave;PSP;5p;2009-01-01;0.01;Adventure;;;;;;;PS4_id_1693;The Wolf Among Us;PS4;Telltale Games;2014-11-04;;Adventure,Point & Click;;;Telltale Games;;;
Video_games_sales16314;DoDonPachi Saidaioujou;X360;Cave;2013-01-01;0.01;Shooter;;;;;;;PS4_id_3978;Saboteur SiO (EU);PS4;SimFabric;2021-02-12;;Platformer;;;SimFabric;;;
