id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
all_games13926,An Airport for Aliens Currently Run by Dogs, PC,,"May 25, 2021",,,64.0,0.0,,"An Airport for Aliens Currently Run by Dogs is a first-person open-world comedy adventure game with a very long name. You and your fiancee are the last two human beings left in the universe. Dogs run airports, along with the rest of society. Deal with alien logic, travel issues, and strange stock photo dogs as you attempt to stay in touch with the person you love, when you both live your lives on the go!",,,,,,,,,,,,,,,
all_games14434,Pneuma: Breath of Life, Xbox One,,"February 27, 2015",,,63.0,6.8,,"Pneuma: Breath of Life requires you to think outside the box via a narrated story of self-discovery, whilst exploring the ontological mystery of the breath of life.",,,,,,,,,,,,,,,
all_games14743,Namco Museum Archives Vol. 1, PlayStation 4,,"June 18, 2020",,,62.0,0.0,,NAMCO MUSEUM ARCHIVES Volume 1: Galaxian Xevious Mappy Dragon Buster Pac-Man Dig-Dug The Tower of Druaga Sky Kid Dragon Spirit: The New Legend Splatterhouse: Wanpaku Graffiti Pac-Man Championship Edition,,,,,,,,,,,,,,,
all_games13970,NFL Head Coach, PC,,"June 19, 2006",,,64.0,6.0,,"NFL Head Coach reinvents football gaming by introducing the first 3D strategy sports game that challenges gamers to build and manage every aspect of a football team from the ground up. A simple conversation system and an engaging 3D graphical interface allow users to immerse themselves into the lives of an NFL head coach. As head coach, you develop a team strategy, execute it on and off the field, and try to build a winning organization year after year. Your status as a coaching legend will rise and fall based on all of your actions as you strive to become the greatest head coach of all time. Behind the desk, on the practice field, or while wearing the headset on game days, take the reins of your favorite NFL team and lead it to victory. [Electronic Arts]",,,,,,,,,,,,,,,
all_games12971,I Am Alive, PC,,"September 6, 2012",,,66.0,6.0,,"I Am Alive thrusts you into the role of a lone survivor in a believable, dark and insecure post-apocalyptic world. One year after the Event, a worldwide cataclysmic event that wiped most of the human race, a man struggles for survival in a desolate city as he tries to reunite with his long lost wife and daughter.",,,,,,,,,,,,,,,
all_games12923,Glory of the Roman Empire, PC,,"July 3, 2006",,,66.0,7.5,,"The glorious age of Rome - a time when the empire was at its peak, envied and feared by friend and foe alike. All across the provinces governors spared no expense to build cities of unparalleled splendor and magnificence and leave their mark in history. In Glory of the Roman Empire, players enter this time of wonder and use their city building skills to create cities that would humble even Rome itself. In campaign mode, players use careful planning and governing in order to become the empire's most respected governor. Or they can go online in Challenge mode to best players across the Internet and determine who can build an empire to stand the test of time. Glory of the Roman Empire is an easy to learn, yet difficult to master city building and management simulation that will challenge players in an historically authentic settings, while lush graphics immerse the player in the culture of the ancient Roman empire. [CDV Software]",,,,,,,,,,,,,,,
all_games12160,Horse Life, DS,,"November 6, 2007",,,68.0,0.0,,"Horse Life immerses players in the equestrian world by putting a horse right inside of their DS. Using the touch screen and microphone players must keep their horse happy and fit by feeding them, cleaning their stall and riding them. Most importantly, players put their training to the test by participating in national and international competitions to earn prestige and money to become a great champion. Players choose from three horse breeds, French Saddle, English Thoroughbred and Thoroughbred Arabian that they can customize by choosing the name and coat color. Once players begin their training they can visit the Tack Shop to purchase over 80 different items such as clothing, saddles or food and treats for their horse. As players complete levels of competition, they unlock the ultimate prize, a secret horse breed! [D3Publisher of America]",,,,,,,,,,,,,,,
all_games14183,Hood: Outlaws & Legends, PlayStation 5,,"May 7, 2021",,,63.0,6.3,,"In a violent, medieval world, outplay rival gangs in intense PvPvE multiplayer heists. Moving in stealth to steal treasures unseen or dominating through loud and brutal combat, only the best will escape with hard-earned riches.",,,,,,,,,,,,,,,
all_games13263,Teenage Mutant Ninja Turtles: 1989 Classic Arcade, Xbox 360,,"March 14, 2007",,,66.0,7.5,,"[Xbox Live Arcade] The 1989 Classic Arcade game, originally published by Konami and most recently developed for Xbox LIVE Arcade by Digital Eclipse, has come to the Xbox LIVE Arcade. The TMNT arcade game brings the nostalgia of the early coin-op arcade days of gaming and features the original seven levels, two- to four-player co-op modes and voice- chat capabilities and be available for download for 400 Microsoft Points ($5 U.S.). Different turtles: Choose from one of four Ninja Turtles—Leonardo, Michelangelo, Donatello or Raphael—and master their unique ninja butt-kickin' abilities. Comic book characters: Interact with unforgettable characters, including Splinter, Casey Jones, April O'Neal, Baxter Stockman, and Shredder. [Ubisoft]",,,,,,,,,,,,,,,
all_games13547,Tiger Woods PGA Tour 2001, PC,,"November 6, 2000",,,65.0,0.0,,"Tiger Woods PGA Tour 2001 delivers three new courses, enhanced online play, and a brand new game type. The Presidents Cup lets you join either the U.S. or International team in this exciting match play tournament. [EA Sports]",,,,,,,,,,,,,,,
