id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
Video_games_sales3855;Tales of Symphonia: Dawn of the New World;Wii;Namco Bandai Games;2008-01-01;0.52;Role-Playing;68.0;7.1;;;T;;PS4_id_1921;Trailblazers;PS4;Rising Star Games;2018-05-08;;Automobile,Arcade Racing;;;Supergonk;;;
Video_games_sales4160;Karate;2600;Ultravision;1982-01-01;0.47;Fighting;;;;;;;PS4_id_8248;Battle Garegga Rev.2016;PS4;M2,Arc System Works;2017-10-06;;Shoot 'em up;;;Raizing;;;
Video_games_sales3984;Pro Evolution Soccer 2012;X360;Konami Digital Entertainment;2011-01-01;0.5;Action;78.0;6.6;;;E;;PS4_id_5539;Down the Drain;PS4;;;;;;;;;;
Video_games_sales5610;Marvel: Ultimate Alliance 2;Wii;Activision;2009-01-01;0.32;Role-Playing;50.0;5.2;;;T;;PS4_id_4930;Super Toy Cars 2;PS4;Eclipse Games;2020-07-23;;Automobile,Arcade Racing;;;Eclipse Games;;;
Video_games_sales3915;DC Universe Online;PS3;Sony Online Entertainment;2011-01-01;0.51;Role-Playing;67.0;7.4;;;T;;PS4_id_5973;Flutter Bombs;PS4;Earthborn Interactive;2019-07-16;;Shoot 'em up;;;Earthborn Interactive;;;
Video_games_sales5016;Ice Age;GBA;Ubisoft;2002-01-01;0.38;Action;47.0;;;;E;;PS4_id_3532;Among Us (PS4);PS4;;;;;;;;;;
Video_games_sales6336;Flag Capture;2600;Atari;1983-01-01;0.27;Action;;;;;;;PS4_id_8930;Ninki Seiyuu no Tsukurikata;PS4;Entergram;2018-01-25;;Visual Novel;;;MintCUBE;;;
Video_games_sales5487;Hulk;X;Universal Interactive;2003-01-01;0.33;Action;69.0;7.7;;;T;;PS4_id_8022;Cyber Shadow (PS4);PS4;Yacht Club Games;2021-01-26;;Platformer;;;Mechanical Head Studios;;;
Video_games_sales6821;Panzer General;PS;Mindscape;1995-01-01;0.24;Strategy;;;;;;;PS4_id_5894;Final Fantasy X HD Remaster;PS4;Square Enix;2014-03-18;;Role Playing,Turn Based;;;Square Enix;;;
Video_games_sales5369;Hannah Montana: The Movie;Wii;Disney Interactive Studios;2009-01-01;0.34;Adventure;;;;;E;;PS4_id_5017;Syrup and the Ultimate Sweet (EU);PS4;Ratalaika Games;2020-03-04;;Visual Novel;;;NomnomNami;;;
Video_games_sales6702;Minute to Win It;Wii;Zoo Games;2010-01-01;0.25;Misc;;3.0;;;E;;PS4_id_3039;Pretty Girls Panic! PLUS (EU) (PS4);PS4;eastasiasoft;2021-11-04;;Action;;;Zoo Corporation,eastasiasoft;;;
Video_games_sales5259;Arc the Lad: Twilight of the Spirits;PS2;Sony Computer Entertainment;2003-01-01;0.36;Role-Playing;72.0;8.2;;;T;;PS4_id_1663;The Walking Dead: Michonne;PS4;Telltale Games;2016-02-23;;Adventure,Point & Click;;;Telltale Games;;;
