id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
Windowgames_2453;Overclocked: A History of Violence;PC;Lighthouse Interactive;2008-01-01;;Point-and-click,Adventure,Indie;;;House of Tales;;;;Video_games_sales15104;Stake: Fortune Fighters;X;Metro 3D;2003-01-01;0.02;Fighting;26.0;3.7;;;T;
Windowgames_2642;Putt-Putt Enters the Race;PC;Atari;1998-01-01;;Point-and-click,Adventure;;;Humongous Entertainment;;;;Video_games_sales16777;G1 Jockey 4 2008;PS3;Tecmo Koei;2008-01-01;0.01;Sports;;;;;;
Windowgames_2462;Pac-Man: Adventures in Time;PC;Hasbro Interactive;2000-01-01;;Arcade;;;Creative Asylum;;;;Video_games_sales14820;Darksiders: Warmastered Edition;XOne;Nordic Games;2016-01-01;0.03;Action;80.0;8.0;;;M;
Windowgames_2825;RPG Maker VX;PC;Enterbrain;2007-01-01;;Role-playing (RPG);;;Enterbrain;;;;Video_games_sales11547;Black/Matrix;SAT;NEC Interchannel;1998-01-01;0.08;Strategy;;;;;;
Windowgames_2320;Neighbours from Hell 2: On Vacation;PC;Cinemaware;2006-01-01;;Strategy,Adventure,Arcade;;;JoWood Productions;;;;Video_games_sales7707;Bust-A-Move 2 Arcade Edition;PS;Acclaim Entertainment;1995-01-01;0.2;Puzzle;;;;;;
Windowgames_2416;Open Kart;PC;Microids;2001-01-01;;Racing;;;Microids;;;;Video_games_sales16348;Nitroplus Blasterz: Heroines Infinite Duel;PS3;Nitroplus;2015-01-01;0.01;Fighting;;;;;T;
Windowgames_2503;Pencil Whipped;PC;Chiselbrain Software;2000-01-01;;Shooter;;;Chiselbrain Software;;;;Video_games_sales1924;Doko Demo Issyo;PS;Sony Computer Entertainment;1999-01-01;1.07;Misc;;;;;;
Windowgames_2484;Panzer General III: Scorched Earth;PC;Mattel;2000-01-01;;Strategy;;;Mattel;;;;Video_games_sales2711;DJ Hero;Wii;Activision;2009-01-01;0.76;Misc;87.0;7.6;;;T;
Windowgames_2560;Pool Paradise;PC;Ignition Entertainment;2004-01-01;;Sport;;;Awesome Developments;;;;Video_games_sales14951;NHL 07;X;Electronic Arts;2006-01-01;0.03;Sports;75.0;7.7;;;E10+;
Windowgames_2868;Scarface: The World Is Yours;PC;Sierra Entertainment;2006-01-01;;Shooter,Adventure;;;Radical Entertainment;;;;Video_games_sales3074;Puzzler Brain Games;Wii;Namco Bandai Games;2012-01-01;0.66;Puzzle;;;;;;
Windowgames_2726;Red Dead Redemption 2;PC;Rockstar Studios;2018-01-01;;Shooter,Role-playing (RPG),Adventure;;;Rockstar Studios;;;;Video_games_sales4196;Bomberman Hero;N64;Nintendo;1998-01-01;0.47;Platform;;;;;;
Windowgames_2894;Secret Service;PC;Activision Value;2001-01-01;;Shooter;;;Fun Labs;;;;Video_games_sales12761;Urban Chaos: Riot Response;PS2;Eidos Interactive;2006-01-01;0.06;Shooter;73.0;7.8;;;M;
