id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
Video_games_sales8357;Top Spin 2;X360;Take-Two Interactive;2006-01-01;0.17;Sports;75.0;6.8;;;E;;wikidata_id_77939;My Universe: School Teacher;PlayStation 4;;2020-10-15;;;;;;;Everyone;My Universe
Video_games_sales9001;Medal of Honor: Infiltrator;GBA;Electronic Arts;2003-01-01;0.15;Shooter;80.0;7.2;;;T;;wikidata_id_12878;Alien Logic: A Skyrealms of Jorune Adventure;DOS;;1994-01-01;;;;;;;;
Video_games_sales7914;Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion;PS2;D3Publisher;2006-01-01;0.19;Misc;;;;;;;wikidata_id_46155;Rugby Challenge;PlayStation 3;;2011-08-26;;;;;;;;
Video_games_sales7192;NBA Street: Showdown;PSP;Electronic Arts;2005-01-01;0.22;Sports;75.0;8.5;;;E;;wikidata_id_52752;Kinect Star Wars;Xbox 360;;2012-04-03;;;;;;;Teen;
Video_games_sales8571;Otogirisou;SNES;ChunSoft;1992-01-01;0.16;Adventure;;;;;;;wikidata_id_51737;Battle Garegga;Sega Saturn;;2017-09-29;;;;;;;;
Video_games_sales9124;Naruto Shippuden: Ninja Destiny 3;DS;D3Publisher;2006-01-01;0.14;Fighting;;;;;;;wikidata_id_44798;The Shadow of Zorro;PlayStation 2;;2002-01-18;;;;;;;;
Video_games_sales8017;The Bee Game;DS;Midway Games;2007-01-01;0.19;Adventure;;;;;E;;wikidata_id_64376;Civilization VI;Linux;;2017-02-09;;;;;;;Everyone 10+;Civilization
Video_games_sales9610;Cabelas Dangerous Hunts 2009;PS3;Activision Value;2008-01-01;0.13;Sports;39.0;1.8;;;T;;wikidata_id_24919;Star Wars: Rogue Squadron;Microsoft Windows;;1998-12-03;;;;;;;Teen;Star Wars: Rogue Squadron
Video_games_sales10345;Irozuki Tingle no Koi no Balloon Trip;DS;Nintendo;2009-01-01;0.11;Adventure;;;;;;;wikidata_id_25924;Grand Fleet;Commodore Amiga;;1988-01-01;;;;;;;;
Video_games_sales9098;Monster House;PS2;THQ;2006-01-01;0.14;Adventure;59.0;;;;E10+;;wikidata_id_26942;Abu Simbel Profanation;ZX Spectrum;;1986-01-01;;;;;;;;
Video_games_sales7432;Move Fitness;PS3;Sony Computer Entertainment;2013-01-01;0.21;Sports;;;;;;;wikidata_id_19374;Shanghai;Commodore 64;;1986-01-01;;;;;;;;
Video_games_sales9607;Mystic Ark;SNES;Enix Corporation;1995-01-01;0.13;Role-Playing;;;;;;;wikidata_id_18877;Mario Bros.;Game Boy Advance;;1983-01-01;;;;;;;;Mario Bros.
