id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
all_games13116;Mafia; Xbox;;March 13, 2004;;;66;8.6;;Play the role of Tommy, a man unhappy with his job as a driver in the Mafia. You control Tommy through the streets of 1930's American city, complete with simulated traffic and authentic buildings. Unwillingly accept assignments such as mob hits, car chases, bootlegging, shootouts, assassinations and bank robberies. Drive over 60 cars based on real models from the 30's. Choose from over 12 weapons ranging from baseball bats to the Tommy gun, to deal with those that dare to cross your path. In the Mafia, there's never a dull moment.;;;PS4_id_3561;Anima: Song from the Abyss;PS4;;;;;;;;;;
all_games13469;Mister Mosquito; PlayStation 2;;March 12, 2002;;;65;5.6;;You are Mister Mosquito, an uninvited guest in the Yamada family home in Japan. In order to store up enough food for the winter, you must drink as much of their precious blood as possible while they are in bed, talking on the phone, watching tv, or even a bath. The Yamadas know you are in the house and have plans to take you out. Deadly insecticides fill the air, and they have the ability to crush you like the bug you are. [Fresh Games];;;PS4_id_5561;Dragon Lapis;PS4;KEMCO;2020-11-05;;Role Playing,Turn Based;;;EXE-CREATE;;;
all_games11827;Scribblenauts Unmasked: A DC Comics Adventure; 3DS;;September 24, 2013;;;68;6.4;;Challenge your imagination as you battle the mightiest villains in an exciting and action-filled adventure through GOTHAM CITY, METROPOLIS, ATLANTIS and other iconic locales from the DC Comics universe. Enjoy endless replayability with new, dynamic puzzles that feature a different mission every time you play. Bring out your inner super hero (or villain!) with the all-new Super Hero Creator by crafting completely original objects out of parts of existing DC Comics characters. Then assign unique properties to your creations and use them to solve puzzles, or share them online with friends - which they can use in game or further modify as they like.;;;PS4_id_7114;LA Cops;PS4;Team17 Software;2015-04-21;;Shoot 'em up;;;Modern Dream;;;
all_games13953;The Delusions of Von Sottendorff and His Squared Mind; 3DS;;December 17, 2015;;;64;6.8;;El Barón Von Sottendorff es un aristócrata muy de su tiempo. Noble, con una gran presencia, reside en una impresionante mansión de principios del siglo XX. Y aunque puede entrar y salir de ella cuando quiera, lo que no sabe es que realmente está atrapado dentro de su propia mente. Bajo esta premisa nace Los delirios de Von Sottendorff y su mente cuadriculada, el nuevo trabajo de Delirium Studios, que llegará el próximo invierno en exclusiva para Nintendo 3DS.;;;PS4_id_3669;Arcade Archives Gradius II;PS4;Hamster;2016-07-15;;Shoot 'em up;;;Konami Digital Entertainment;;;
all_games11651;LEGO Worlds; Xbox One;;March 7, 2017;;;69;6.7;;LEGO Worlds is an open environment of procedurally-generated Worlds made entirely of LEGO bricks which you can freely manipulate and dynamically populate with LEGO models. Create anything you can imagine one brick at a time, or use large-scale landscaping tools to create vast mountain ranges and dot your world with tropical islands. Drop in prefabricated structures to build and customize any world to your liking. Explore using helicopters, dragons, motorbikes or even gorillas and unlock treasures that enhance your gameplay. Watch your creations come to life through characters and creatures that interact with you and each other in unexpected ways. In LEGO Worlds, anything is possible!;;;PS4_id_6973;Khara: The Game;PS4;DNA Softworks;2018-05-16;;Action-Adventure;;;DNA Softworks;;;
all_games13852;Farming Simulator 19; PlayStation 4;;November 20, 2018;;;64;5.1;;The multimillion-selling franchise takes a giant leap forward for 2018 -- the ultimate farming simulation returns this year with a complete overhaul of the graphics engine, offering the most striking and immersive visuals and effects, along with the deepest and most complete farming experience ever! Farming Simulator 19 takes the biggest step forward yet with the franchise's most extensive vehicle roster ever! You'll take control of vehicles and machines faithfully recreated from all the leading brands in the industry, including for the first time John Deere, the largest agriculture machinery company in the world, Case IH, New Holland, Challenger, Fendt, Massey Ferguson, Valtra, Krone, Deutz-Fahr and many more. Farming Simulator 19 will feature new American and European environments in which to develop and expand your farm and will introduce many exciting new farming activities, including new machinery and crops with cotton and oat! Tend to your livestock of pigs, cows, sheep, and chickens -- or ride your horse for the first time, letting you explore in a brand-new way the vast land around your farm.;;;PS4_id_4877;Super Korotama;PS4;Catness Game Studios;2019-12-13;;Action;;;Catness Game Studios;;;
all_games11288;West of Dead; PC;;June 18, 2020;;;69;6.1;;Descend into the grim and gritty world of Purgatory in this fast-paced cover shooter which combines the fluidity of twin-stick controls and tactical cover usage. Dodge behind cover as you try to outgun your enemies in the unknown procedurally generated hunting grounds.;;;PS4_id_9396;MONOPOLY Plus;PS4;Ubisoft;2014-12-02;;Card & Board;;;Ubisoft San Francisco;;;
all_games13449;Tharsis; PlayStation 4;;January 12, 2016;;;65;6.3;;Tharsis is a turn-based strategy game about humanity’s first mission to Mars. It’s an important mission, and not just because of its potential to greatly increase our knowledge of the red planet. No, this mission is humanity’s attempt to locate the source of a mysterious signal emanating from the red planet. [Choice Provisions];;;PS4_id_5438;Divinity: Original Sin 2 - Definitive Edition;PS4;Bandai Namco Entertainment;2018-08-31;;Role Playing,Strategy,Turn Based;;;Larian Studios;;;
all_games14507;Crush Your Enemies; PC;;July 13, 2016;;;63;6.5;;Return to the glory days of Real-Time Strategy games. Crush Your Enemies has planning, choosing different types of units, managing resources, taking enemy territory and outwitting your opponent with the ingenious formations of your men.;;;PS4_id_227;Witch It;PS4;;;;;;;;;;
all_games11915;Buccaneer: The Pursuit of Infamy; PC;;December 5, 2008;;;68;6.7;;Set sail across the Caribbean with Buccaneer. Will you become the world's greatest and most feared pirate captain, or will you let your infamy ebb away and risk mutiny at the hands of your bloodthirsty crew? Swashbuckling single player campaign across 50+ missions. Compete against up to 18 other cut-throats in team-based multiplayer. Captain one of 26 upgradeable pirate vessels. Explore the beauty of the Caribbean, with stunning shader technology. Instantly accessible arcade-like controls. [Steam];;;PS4_id_5895;Final Fantasy X-2 HD Remaster;PS4;Square Enix;2014-03-21;;Role Playing;;;Square Enix;;;
all_games12353;Legasista; PlayStation 3;;August 21, 2012;;;68;6.7;;In a world in which science has become a relic, people have learned to fear the ancient form of knowledge as magic spells and curses. Now a young man named Alto ventures to the mysterious Ivy Tower, which houses ancient relics of the lost art of science.;;;PS4_id_9339;Minna no Tsume Shougi Chuukyuu-hen 2;PS4;Unbalance;2021-03-25;;Card & Board;;;Unbalance;;;
all_games14962;Lost Planet 3; PlayStation 3;;August 27, 2013;;;61;5.8;;Lost Planet 3 is the third entry in the Lost Planet franchise. With numerous multiplayer modes and a cinematic single player experience, Lost Planet 3 delves deeper into the Lost Planet universe, uncovering hidden truths within the unique environment of E.D.N. III.;;;PS4_id_5553;Dragon Ball Z: Kakarot;PS4;Bandai Namco Entertainment;2020-01-17;;Action-RPG,Role Playing;;;CyberConnect2;;;
