id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
Windowgames_453;Cabelas Big Game Hunter 4;PC;Activision;2000-01-01;;Simulator,Sport,Adventure;;;Elsinore Multimedia Inc.;;;;Video_games_sales7158;New Carnival Games;DS;Take-Two Interactive;2010-01-01;0.23;Misc;;;;;E;
Windowgames_466;Caesar IV;PC;Sierra Entertainment;2006-01-01;;Simulator,Strategy;;;Tilted Mill Entertainment;;;;Video_games_sales2231;Tony Hawks Pro Skater 4;X;Activision;2002-01-01;0.93;Sports;90.0;8.5;;;T;
Windowgames_285;Battle Raper 2;PC;Illusion;2005-01-01;;Fighting;;;Illusion;;;;Video_games_sales12756;Brain Quest: Grades 3 & 4;DS;Electronic Arts;2008-01-01;0.06;Misc;;;;;;
Windowgames_565;The Chronicles of Riddick: Escape from Butcher Bay;PC;Vivendi Games;2004-01-01;;Shooter;;;Starbreeze Studios;;;;Video_games_sales70;Just Dance 2;Wii;Ubisoft;2010-01-01;9.44;Misc;74.0;7.3;;;E10+;
Windowgames_187;Assassins Creed: Revelations;PC;Ubisoft;2011-01-01;;Adventure;;;Ubisoft Montreal;;;;Video_games_sales897;Call of Duty: World at War;Wii;Activision;2008-01-01;1.94;Shooter;83.0;7.6;;;M;
Windowgames_48;AdvertCity;PC;VoxelStorm;2015-01-01;;Simulator,Strategy,Indie;;;VoxelStorm;;;;Video_games_sales2088;NCAA Football 12;X360;Electronic Arts;2011-01-01;0.99;Sports;82.0;6.6;;;E;
Windowgames_336;Big Mutha Truckers;PC;Empire Interactive;2002-01-01;;Racing;;;Eutechnyx;;;;Video_games_sales15336;Zillions of Enemy X: Zetsukai no Crusade;PS3;Nippon Ichi Software;2013-01-01;0.02;Role-Playing;;;;;;
Windowgames_17;4x4 Evolution;PC;Gathering of Developers;2000-01-01;;Racing;;;Terminal Reality;;;;Video_games_sales11986;Pro Farm 1;PC;Excalibur Publishing;2011-01-01;0.07;Simulation;;;;;;
Windowgames_382;BlowOut;PC;Majesco Entertainment;2004-01-01;;Fighting,Real Time Strategy (RTS),Sport,Strategy,Tactical;;;Terminal Reality;;;;Video_games_sales15729;Reversal Challenge;DS;Tommo;2009-01-01;0.02;Misc;;;;;E;
Windowgames_625;Codename: Outbreak;PC;Virgin Interactive;2001-01-01;;Shooter;;;GSC Game World;;;;Video_games_sales13575;Virtua Fighter CG Portrait Series Vol.6: Lau Chan;SAT;Sega;1995-01-01;0.04;Misc;;;;;;
Windowgames_208;Atlantis The Lost Empire: Search for the Journal;PC;Disney Interactive;2001-01-01;;Adventure;;;Zombie Inc.;;;;Video_games_sales6949;The Amazing Spider-Man 2 (2014);X360;Activision;2014-01-01;0.24;Action;;;;;;
Windowgames_179;Ashes Cricket 2009;PC;Codemasters,Atari;2009-01-01;;Sport;;;Transmission Games;;;;Video_games_sales5226;Okage: Shadow King;PS2;Sony Computer Entertainment;2001-01-01;0.36;Role-Playing;70.0;8.5;;;T;
