id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
Windowgames_2971,Shrek 2,PC,Activision,2004-01-01,,"Puzzle,Adventure",,,"Luxoflux,Amaze Entertainment",,,,,,,,,,,,,,,,
Windowgames_2306,Need for Speed: Carbon (Collectors Edition),PC,Electronic Arts,2006-01-01,,"Racing,Arcade",,,Electronic Arts Black Box,,,,,,,,,,,,,,,,
Windowgames_2861,San Diego Zoo Presents: The Animals!,PC,Software Toolworks,1992-01-01,,Quiz/Trivia,,,Arnowitz Studios,,,,,,,,,,,,,,,,
Windowgames_2646,Putt-Putt Joins the Circus,PC,Atari,2000-01-01,,"Point-and-click,Adventure",,,Humongous Entertainment,,,,,,,,,,,,,,,,
Windowgames_2533,Pirates of the Caribbean: At Worlds End,PC,Buena Vista Games,2007-01-01,,Adventure,,,Eurocom,,,,,,,,,,,,,,,,
Windowgames_2593,The Princess Bride Game,PC,Worldwide Biggies,2008-01-01,,"Point-and-click,Platform,Puzzle,Quiz/Trivia,Adventure",,,Worldwide Biggies,,,,,,,,,,,,,,,,
Windowgames_2944,Shantae and the Seven Sirens,PC,WayForward,2019-01-01,,"Platform,Adventure",,,WayForward,,,,,,,,,,,,,,,,
Windowgames_2464,Pacific General,PC,"Strategic Simulations,Inc",1997-01-01,,"Puzzle,Strategy",,,"Strategic Simulations,Inc",,,,,,,,,,,,,,,,
Windowgames_2415,Oolite,PC,,2006-01-01,,Simulator,,,Giles Williams,,,,,,,,,,,,,,,,
Windowgames_2983,Silent Hill 3,PC,Konami,2003-01-01,,Adventure,,,Konami,,,,,,,,,,,,,,,,
Windowgames_3014,The Simpsons: Virtual Springfield,PC,Fox Interactive,1997-01-01,,Adventure,,,Digital Evolution,,,,,,,,,,,,,,,,
Windowgames_2539,Pizza Frenzy,PC,"GameHouse,PopCap Games",2005-01-01,,"Simulator,Arcade",,,"Sprout Games,PopCap Games",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Video_games_sales13553,Rat Attack!,PS,Mindscape,1999-01-01,0.04,Puzzle,,,,,,
,,,,,,,,,,,,,Video_games_sales12651,Showtime Championship Boxing,DS,Zoo Digital Publishing,2007-01-01,0.06,Fighting,33.0,,,,E10+,
,,,,,,,,,,,,,Video_games_sales13284,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,505 Games,2007-01-01,0.05,Adventure,,,,,,
,,,,,,,,,,,,,Video_games_sales12879,Dino Pets,DS,Avanquest,2009-01-01,0.06,Simulation,,,,,E,
,,,,,,,,,,,,,Video_games_sales12121,Football Manager 2010,PC,Sega,2009-01-01,0.07,Sports,87.0,9.0,,,E,
,,,,,,,,,,,,,Video_games_sales10785,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,Alchemist,2008-01-01,0.1,Adventure,,,,,,
,,,,,,,,,,,,,Video_games_sales12080,Damnation,X360,Codemasters,2009-01-01,0.07,Shooter,36.0,5.6,,,M,
,,,,,,,,,,,,,Video_games_sales11488,Guilty Gear Xrd -Revelator-,PS3,PQube,2016-01-01,0.08,Fighting,,,,,,
,,,,,,,,,,,,,Video_games_sales11946,Disney Infinity 2.0: Marvel Super Heroes,PSV,Disney Interactive Studios,2015-01-01,0.07,Action,,,,,,
,,,,,,,,,,,,,Video_games_sales13076,Game no Kanzume Vol 2,SCD,Sega,1994-01-01,0.05,Misc,,,,,,
,,,,,,,,,,,,,Video_games_sales10878,Digimon Story: Super Xros Wars Blue/Red,DS,Namco Bandai Games,2011-01-01,0.1,Role-Playing,,,,,,
,,,,,,,,,,,,,Video_games_sales11682,Super Monkey Ball Adventure,PSP,Sega,2006-01-01,0.08,Platform,56.0,5.9,,,E,
