id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
Video_games_sales2769;Final Fantasy Tactics A2: Grimoire of the Rift;DS;Square Enix;2007-01-01;0.75;Role-Playing;80.0;7.0;;;E10+;;wikidata_id_61612;Aka to Blue;Android;;2017-01-01;;;;;;;;
Video_games_sales2656;Jr. Pac-Man;2600;Atari;1983-01-01;0.78;Puzzle;;;;;;;wikidata_id_39596;Silent Hill: The Arcade;arcade video game machine;;2007-07-25;;;;;;;;
Video_games_sales484;World Soccer Winning Eleven 6 International;PS2;Konami Digital Entertainment;2002-01-01;2.99;Sports;93.0;9.1;;;E;;wikidata_id_73218;Heave Ho;Nintendo Switch;;2019-08-29;;;;;;;Everyone 10+;
Video_games_sales14;Wii Fit;Wii;Nintendo;2007-01-01;22.7;Sports;80.0;7.7;;;E;;wikidata_id_78949;ALONE;Microsoft Windows;;2021-05-31;;;;;;;;
Video_games_sales3367;Rayman Arena;PS2;Ubisoft;2001-01-01;0.6;Racing;63.0;8.6;;;E;;wikidata_id_81954;Paintings Jigsaw Puzzles;Microsoft Windows;;2021-02-23;;;;;;;;
Video_games_sales1926;FIFA Soccer 11;Wii;Electronic Arts;2010-01-01;1.07;Sports;73.0;7.3;;;E;;wikidata_id_66756;Sherlock Holmes and The Hound of The Baskervilles;Microsoft Windows;;2011-05-01;;;;;;;;
Video_games_sales1899;Star Wars: Bounty Hunter;PS2;LucasArts;2002-01-01;1.09;Shooter;65.0;8.3;;;T;;wikidata_id_1653;Computer Diplomacy;IBM Personal Computer;;1984-01-01;;;;;;;;
Video_games_sales480;Dragon Ball Z: Budokai Tenkaichi 3;PS2;Atari;2007-01-01;3.0;Fighting;73.0;9.2;;;T;;wikidata_id_65790;Poncho;Microsoft Windows;;2015-11-03;;;;;;;Everyone;
Video_games_sales687;Kinect Sports: Season Two;X360;Microsoft Game Studios;2011-01-01;2.34;Sports;66.0;6.5;;;E;;wikidata_id_81882;Persona 5 Strikers;PlayStation 4;;2020-02-20;;;;;;;Mature 17+;Persona
Video_games_sales2849;Area 51;PS;GT Interactive;1996-01-01;0.72;Shooter;;;;;;;wikidata_id_82076;MouseBot: Escape from CatLab;PlayStation 4;;2021-07-21;;;;;;;Everyone 10+;
Video_games_sales1426;The Witcher 3: Wild Hunt;XOne;Namco Bandai Games;2015-01-01;1.36;Role-Playing;91.0;9.1;;;M;;wikidata_id_22475;Pajama Sam: No Need to Hide When It's Dark Outside;Linux;;1996-10-04;;;;;;;Everyone;Pajama Sam
Video_games_sales258;Call of Duty: Advanced Warfare;PS3;Activision;2014-01-01;4.38;Shooter;;4.8;;;M;;wikidata_id_6459;Blade Runner;Microsoft Windows;;1997-10-31;;;;;;;Teen;
