id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
Video_games_sales5752;1001 Touch Games;DS;Avanquest;2011-01-01;0.31;Action;;;;;E;;wikidata_id_24017;Carrier Strike: South Pacific;IBM Personal Computer;;1992-01-01;;;;;;;;
Video_games_sales5800;Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei;PSV;Marvelous Entertainment;2013-01-01;0.31;Fighting;;;;;;;wikidata_id_80412;Destroy The Cubes;Microsoft Windows;;2021-03-01;;;;;;;;
Video_games_sales5274;ESPN: Sports Connection;WiiU;Ubisoft;2012-01-01;0.36;Sports;31.0;2.7;;;E;;wikidata_id_80179;Lights, Camera, Reaction!;Microsoft Windows;;2020-10-30;;;;;;;;
Video_games_sales4025;RealSports Tennis;2600;Atari;1982-01-01;0.5;Sports;;;;;;;wikidata_id_44405;Cross Racing Championship 2005;Microsoft Windows;;2005-01-01;;;;;;;;
Video_games_sales6472;Americas Test Kitchen: Lets Get Cooking;DS;Nintendo;2010-01-01;0.26;Simulation;87.0;5.6;;;E;;wikidata_id_76098;Virginia;Xbox One;;2016-01-01;;;;;;;Mature 17+;
Video_games_sales4047;Babysitting Mama;Wii;505 Games;2010-01-01;0.49;Simulation;;;;;E;;wikidata_id_54304;Roguelands;Microsoft Windows;;2016-06-13;;;;;;;;
Video_games_sales5627;Warhammer 40,000: Squad Command;PSP;THQ;2007-01-01;0.32;Strategy;67.0;7.6;;;T;;wikidata_id_73048;NBA Jam;iOS;;2010-10-05;;;;;;;;NBA Jam
Video_games_sales3819;Terminator Salvation;PS3;Warner Bros. Interactive Entertainment;2009-01-01;0.53;Shooter;43.0;3.9;;;T;;wikidata_id_21026;California Games II;Commodore Amiga;;1993-01-01;;;;;;;;
Video_games_sales6215;NCAA March Madness 2005;X;Electronic Arts;2004-01-01;0.28;Sports;80.0;7.8;;;E;;wikidata_id_80627;A Musical Story;Linux;;2022-03-04;;;;;;;Mature 17+;
Video_games_sales4924;Ener-G: Gym Rockets;DS;Ubisoft;2008-01-01;0.39;Sports;;;;;E;;wikidata_id_3649;Star Fire;Commodore 64;;1979-01-01;;;;;;;;
Video_games_sales6523;Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006;GBA;Konami Digital Entertainment;2006-01-01;0.26;Misc;;;;;;;wikidata_id_5703;Killdozers;Atari ST;;1988-01-01;;;;;;;;
Video_games_sales6209;NFL Blitz 20-02;PS2;Midway Games;2002-01-01;0.28;Sports;76.0;8.9;;;E;;wikidata_id_78415;VR Parallel World;Microsoft Windows;;2021-03-14;;;;;;;;
