id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
Windowgames_2057;The Matrix: Path of Neo;PC;Atari;2005-01-01;;"Fighting,Shooter,""Hack and slash/Beat em up""";;;Shiny Entertainment;;;;Video_games_sales12081;Samurai Warriors;X;Tecmo Koei;2004-01-01;0.07;Action;71.0;9.0;;;T;
Windowgames_2275;NBA 2K19;PC;2K Sports;2018-01-01;;Sport;;;Visual Concepts;;;;Video_games_sales11053;Fighting Fantasy: The Warlock of Firetop Mountain;DS;Aspyr;2009-01-01;0.09;Role-Playing;45.0;8.1;;;T;
Windowgames_1757;Iron Man;PC;Sega;2008-01-01;;Platform;;;Artificial Mind and Movement;;;;Video_games_sales5724;Rugby World Cup 2011;PS3;505 Games;2011-01-01;0.32;Sports;50.0;5.6;;;E;
Windowgames_2001;Madden NFL 2004;PC;EA Sports;2003-01-01;;Simulator,Sport;;;EA Tiburon;;;;Video_games_sales2166;Mortal Kombat: Deadly Alliance;X;Midway Games;2002-01-01;0.96;Fighting;81.0;8.4;;;M;
Windowgames_1677;HyperBlade;PC;Activision;1996-01-01;;Sport,Tactical;;;Wizbang! Software Productions;;;;Video_games_sales2895;Blast Corps;N64;Nintendo;1997-01-01;0.71;Action;;;;;;
Windowgames_2084;Mega Man Legends;PC;Capcom Entertainment,Inc.;1997-01-01;;Role-playing (RPG);;;Capcom Production Studio 2;;;;Video_games_sales9038;Boktai: The Sun is in Your Hand;GBA;Konami Digital Entertainment;2003-01-01;0.15;Role-Playing;83.0;9.6;;;E;
Windowgames_2176;Monsters, Inc. Scream Team;PC;Disney Interactive;2002-01-01;;Platform;;;Artificial Mind and Movement;;;;Video_games_sales3076;TV Show King Party;Wii;Ubisoft;2008-01-01;0.66;Puzzle;;;;;T;
Windowgames_2214;My Horse and Me;PC;Atari;2007-01-01;;Adventure,Indie;;;W!Games;;;;Video_games_sales9469;Jikkyou Powerful Pro Yakyuu 2011 Ketteiban;PSP;Konami Digital Entertainment;2011-01-01;0.13;Sports;;;;;;
Windowgames_1645;Hostile Waters: Antaeus Rising;PC;Rage Games Limited;2001-01-01;;Strategy;;;Rage Games Limited;;;;Video_games_sales594;LEGO Star Wars: The Complete Saga;X360;LucasArts;2007-01-01;2.59;Action;80.0;7.4;;;E10+;
Windowgames_1987;Machine Hunter;PC;MGM Interactive;1997-01-01;;Strategy;;;Eurocom Entertainment Software;;;;Video_games_sales11124;Tunnel B1;PS;Ocean;1996-01-01;0.09;Action;;;;;;
Windowgames_2171;Monster Madness: Battle for Suburbia;PC;SouthPeak Games;2007-01-01;;Shooter;;;Artificial Studios;;;;Video_games_sales17046;Genji Koi Emaki;PSV;Quinrose;2015-01-01;0.01;Action;;;;;;
Windowgames_2104;Metal Fatigue;PC;Psygnosis;2000-01-01;;Real Time Strategy (RTS),Strategy;;;Zono;;;;Video_games_sales11999;The Legend of Heroes: Trails in the Sky Third Chapter;PSP;Falcom Corporation;2008-01-01;0.07;Role-Playing;;;;;;
