id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
all_games17720;Puzzle Arcade; Game Boy Advance;;December 24, 2008;;;49;7.7;;[Xbox Live Arcade] Players are invited to test their jigsaw genius and solve their way through the extensive Puzzle Arcade library, complete with more than 35 jigsaw puzzles, a variety of downloadable picture packs, and 20 puzzle challenges. With three levels of difficulty, as well as Classic and Turbo modes, players are sure to have a brain-busting experience. Challenge your friends to interactive puzzle game play, showcase your cleverly completed puzzles in the Puzzle Gallery, and share it all through your Xbox LIVE vision camera. Go ahead, put your mind to a monumental test and become the Master of the Jigsaw Universe.;;;Windowgames_946;Dirt Track Racing;PC;Ratbag Games;2000-01-01;;Racing,Simulator,Sport;;;Ratbag Games;;;
all_games16696;Battlestar Galactica; Wii;;October 24, 2007;;;55;6.7;;[Xbox Live Arcade] Sign up to defend the Galactica, or play as the ruthless Cylons as they seek to remove the Human Race from existence. Pilot iconic ships from the Viper II to the Heavy Raider and lead your squadron in enormous fast-action multiplayer space combat (with up to eight players online) or play through the exciting single-player campaign. Play online with up to eight players in this relentless space-based action shooter in Firefight, Skirmish, and Domination modes. Pilot four human and four Cylon ships, from the Viper II to the Heavy Raider, each with unique weapon capabilities. Special weapons: Coordinate attacks with an arsenal of destructive weapons including missiles, guns, and more. Defensive maneuvers: Avoid annihilation with the barrel roll, quick turnabouts, and other aerial moves. [Microsoft];;;Windowgames_1087;The Elder Scrolls III: Bloodmoon;PC;Bethesda Softworks;2003-01-01;;Role-playing (RPG),Adventure;;;Bethesda Softworks;;;
all_games16932;Carnivores: Ice Age; Switch;;January 15, 2001;;;54;7.2;;Take on such creatures as woolly mammoths to saber-toothed tigers and even the elusive and dangerous yeti. Prepare for a chilling expedition through five realistic 3-D maps, including massive ice cliffs and vast snowy expanses. Choose from a barrage of powerful firearms and accessories, including radar, camo, and cover scent. [WizardWorks];;;Windowgames_3679;Wing Commander IV: The Price of Freedom;PC;Electronic Arts;1996-01-01;;Simulator;;;Origin Systems;;;
all_games17425;Grom: Terror in Tibet; PSP;;March 12, 2003;;;51;6.7;;It's hard to believe what is happening in 1942: Far from the chaos of war, Tibet suddenly becomes the hottest spot in the race for world domination. For here, one of the führer's special units is searching feverishly for the Lost City of King Arjuna. According to legend, the king concealed twelve miracle weapons there. Each one by itself is capable of erasing major cities in the blink of an eye. One shudders to think what might happen if the Nazis got hold of even one of them. Waste no time and take on the identity of Colonel Grom! This shrewd old campaigner packs a ton of action with an extra dose of humour. What are you waiting for? Let those Third Reich henchmen have it! [CDV];;;Windowgames_67;Age of Pirates: Captain Blood;PC;1C Company,MTV Games;2009-01-01;;Adventure;;;THQ;;;
all_games16683;Codename: Outbreak; Xbox;;November 24, 2001;;;55;7.0;;In the year 2034, Earth has barely escaped the collision with a comet. Passing in dangerous proximity to the Earth, the comet scorched the atmosphere and hundreds of meteorites poured their fiery rain down causing death and destruction and delivering alien life spores which started quickly developing under the planet's conditions. Within several days after the catastrophe aliens spread across vast territories and captured many objectives. The game plot describes a military campaign to resist the invasion and the main character's participation in it. [GSC Game World];;;Windowgames_823;Dead Cells;PC;Motion Twin;2018-01-01;;Platform,Adventure,Indie;;;Motion Twin;;;
all_games15601;Finny the Fish & the Seven Waters; PlayStation 2;;May 17, 2005;;;59;0.0;;"(Also known as ""Uo: Legend of Seven Waters and Gods"" in the UK/EU and ""Uo Nanatsu no Mizu Densetsu no Nushi"" in Japan) Finny the Fish is a three dimensional, underwater adventure game where you play through the eyes of a fish. You must solve various puzzles and mysteries to bring back balance to your aquatic home. Just like any fish, you'll need to eat, and more importantly, avoid being eaten?not only by other fish, but the local fishermen as well! It pays to carefully observe what you consume, since some bits of food are actually fishermen?s lures ? if you get caught, you will need to use a variety of skills to try and escape. [Natsume]";;;Windowgames_3326;A Tale in the Desert;PC;eGenesis;2003-01-01;;Point-and-click,Role-playing (RPG);;;eGenesis;;;
all_games15413;JetFighter IV: Fortress America; PC;;November 8, 2000;;;60;7.5;;A combat flight simulation that harnesses super-sleek hardware-accelerated graphics, the easiest flight control system available, and the thrill of piloting billion-dollar jet fighters, delivering a heart-pounding, fevered defense of American soil. [TalonSoft];;;Windowgames_1052;Dust: An Elysian Tail;PC;Microsoft Studios;2012-01-01;;"Platform,Role-playing (RPG),""Hack and slash/Beat em up"",Adventure,Indie";;;Humble Hearts;;;
all_games15819;Fist of the North Star: Ken's Rage; Xbox 360;;November 2, 2010;;;59;7.1;;A ravaged Earth struggles to survive after a nuclear holocaust has left the world in ruins. Survivors band together in communities and villages, living off what little resources remain. In the wastelands beyond, vicious gangs prey on the survivors for their resources, or sometimes merely for sport. A mysterious martial artist named Ken, a man with seven scars on his chest and the chosen successor of the legendary assassin's art Hokuto Shinken (The Divine Fist of the North Star) has sworn to protect the weak and innocent from the malicious gangs roaming the scorched planet.;;;Windowgames_1618;High School Musical 3: Senior Year Dance;PC;Disney Interactive;2008-01-01;;Music,Adventure;;;Page 44 Studios;;;
all_games15325;The Powerpuff Girls: Mojo Jojo A-Go-Go; Game Boy Advance;;November 27, 2001;;;60;7.8;;While the game can't be recommended as highly as the incredible cartoon it's based on, Powerpuff Girls: Mojo-Jojo A-Go-Go is a capable shooter in its own right.;;;Windowgames_3367;Theme Park World;PC;Electronic Arts;1999-01-01;;Simulator,Strategy;;;Bullfrog Productions;;;
all_games15075;Over the Hedge; GameCube;;May 9, 2006;;;61;8.1;;When a housing development intrudes on their woodland habitat and an opossum is kidnapped by an evil exterminator, three wise-cracking rodents and one very neurotic reptile invade the 'burbs in a quest to rescue their friend. Battle the exterminator and his army of mind-controlled mammals, and save the forest (and your own hide) from the world's peskiest critter-man.;;;Windowgames_3141;SpongeBob SquarePants Movie;PC;THQ;2004-01-01;;Racing;;;AWE Games;;;
