id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
all_games3521;Star Wars: Jedi Starfighter; PlayStation 2;;March 10, 2002;;;81;7.9;;The galaxy is in turmoil as the events of Star Wars: Episode II rapidly approach. Mace Windu dispatches one of the Council's top Jedi - Adi Gallia - to investigate disturbances in the Karthakk system, as a secessionist movement threatens to expand. Using the Republic's new prototype Jedi starfighter, Adi Gallia sets out on missions which lead into events depicted in the Star Wars: Episode II film. She quickly gains an upper hand in space battles through Force powers, but will these be enough to counter the massive fleet of the evil Captain Toth and a mysterious figure that threatens the very foundations of the Galactic Republic system? [LucasArts];;;Windowgames_1197;F.E.A.R. Extraction Point;PC;Vivendi Universal;2006-01-01;;Shooter;;;TimeGate Studios;;;
all_games3564;FAST Racing NEO; Wii U;;December 10, 2015;;;81;8.6;;FAST Racing Neo is a futuristic racing title. Pick your favorite Anti-gravity vehicle and become a legend in the FAST Racing Neo league.;;;Windowgames_1636;Homeworld 2;PC;Sierra Entertainment;2003-01-01;;Adventure;;;Relic Entertainment;;;
all_games2808;Frequency; PlayStation 2;;November 19, 2001;;;83;8.6;;"Utilizing songs from major artists, players mix and remix songs through each of eight different instrument types. If remixed correctly, players can freestyle to create their own music. With 6 unique game modes, top hits from major bands, stunning 3D graphics, and video sequences of your favorite bands, FREQUENCY stays in tune with ""the most immersive musical gameplay experience ever."" [SCEA]";;;Windowgames_1141;Eufloria;PC;Headup Games;2009-01-01;;Strategy,Indie;;;Omni Systems Limited;;;
all_games1426;Tales of Symphonia; GameCube;;July 13, 2004;;;86;9.0;;In a dying village on Sylvarant, legend has it that a Chosen One will one day appear from among the people, and the land will be reborn. Now, you must enter a cel-shaded world in which you command real-time battles. Execute and combine hundreds of special attacks, magic spells, and combos. Each character grows to suit your fighting style, and the storyline changes based on the characters' relationships. The line between good and evil blurs in this immersive adventure where the fate of two interlocked worlds hangs in the balance.;;;Windowgames_2663;Puzzlegeddon;PC;Pieces Interactive;2008-01-01;;Puzzle;;;Pieces Interactive;;;
all_games236;SSX 3; Xbox;;October 20, 2003;;;92;8.3;;"Drop in and conquer the massive, living mountain rife with ego-crushing challenges and gravity-bending thrills. SSX 3 returns with more slopes and all-new hazards to overcome including lightning storms, vertical drops, serpentine slopestyle courses and avalanches. Customize your rider's clothes, abilities, and moves. Pull off three levels of awesome ""Uber tricks."" Dominate the mountain, and then test your skills online. It's a long way down, so make sure you're ready for the challenge.";;;Windowgames_642;Combat Flight Simulator 3: Battle for Europe;PC;Microsoft;2002-01-01;;Simulator;;;Microsoft Game Studios;;;
all_games2964;Sam & Max Episode 105: Reality 2.0; PC;;March 29, 2007;;;82;7.5;;With an internet crisis looming and a viral video game holding its players hostage, in this episode Sam and Max need to slip into a new reality to set things right. Can our heroes crack this virtual case in time to avoid a worldwide system failure? [Telltale Games];;;Windowgames_1064;Earth 2150: The Moon Project;PC;Dinamic Multimedia;2000-01-01;;Real Time Strategy (RTS),Strategy;;;TopWare Interactive;;;
all_games1319;FIFA Soccer 13; PC;;September 25, 2012;;;86;6.6;;Artificial intelligence infuses players with the ability to analyse space, work harder and smarter to break down the defence, and think two plays ahead. Players make runs that pull defenders out of position and open up passing channels for temmates, and curve, or alter runs to capitalize on openings as they occur.;;;Windowgames_3754;X-COM: Enforcer;PC;Infogrames;2001-01-01;;Shooter,Strategy;;;Infogrames;;;
all_games2685;Katana ZERO; PC;;April 18, 2019;;;83;8.9;;Slice through time to take back what's rightfully yours in a neo-noir, instant-death action platformer.;;;Windowgames_2813;Romance of the Three Kingdoms X;PC;Koei;2004-01-01;;Strategy;;;Koei;;;
all_games949;Ridge Racer; PSP;;March 22, 2005;;;88;8.1;;"(Also known as ""Ridge Racers"") Featuring the best loved race courses from arcade classic Rave Racer and the entire Ridge Racer series, 24 circuits of breakneck speed and exhilaration stand between you and racing glory. Beat the clock in Time Attack Mode or test your racing skills against up to 8 players in WiFi compatible Wireless Battle Mode. Features reworked and enhanced car design, complete with trademark Ridge Racer series drift handling. Drive in style and rise through the ranks to unlock hidden bonuses in World Tour Mode. Featuring 24 breathtaking courses, the most in any Ridge Racer game, including old favourites Seaside Route 765, Crimsonrock Pass and Greenpeak Highlands. [Namco]";;;Windowgames_1586;Heroes Chronicles: Masters of the Elements;PC;3DO;2000-01-01;;Strategy,Turn-based strategy (TBS);;;New World Computing;;;
all_games397;Animal Crossing: New Horizons; Switch;;March 20, 2020;;;90;5.5;;If the hustle and bustle of modern life’s got you down, Tom Nook has a new business venture up his sleeve that he knows you’ll adore: the Nook Inc. Deserted Island Getaway Package. Sure, you’ve crossed paths with colorful characters near and far. Had a grand time as one of the city folk. May’ve even turned over a new leaf and dedicated yourself to public service. But deep down, isn’t there a part of you that longs for…freedom? Then perhaps a long walk on the beach of a deserted island, where a rich wealth of untouched nature awaits, is just what the doctor ordered. Peaceful creativity and charm await as you roll up your sleeves and make your new life whatever you want it to be. Collect resources and craft everything from creature comforts to handy tools. Embrace your green thumb as you interact with flowers and trees in new ways. Set up a homestead where the rules of what goes indoors and out no longer apply. Make friends with new arrivals, enjoy the seasons, pole-vault across rivers as you explore, and more.;;;Windowgames_1624;Hitman;PC;Eidos Interactive;2007-01-01;;Shooter,Tactical;;;IO Interactive;;;
