id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
Windowgames_2161,Monopoly,PC,Hasbro Interactive,1995-01-01,,"Strategy,Card & Board Game",,,Westwood Studios,,,,,,,,,,,,,,,,
Windowgames_1715,In the Hunt,PC,Kokopeli,1997-01-01,,"Role-playing (RPG),Adventure",,,Kokopeli,,,,,,,,,,,,,,,,
Windowgames_2068,MechWarrior 3,PC,Hasbro Interactive,1999-01-01,,"Shooter,Simulator",,,Zipper Interactive,,,,,,,,,,,,,,,,
Windowgames_2142,Might and Magic IX,PC,3DO,2002-01-01,,Role-playing (RPG),,,New World Computing,,,,,,,,,,,,,,,,
Windowgames_1778,Jaws Unleashed,PC,Majesco Entertainment,2006-01-01,,"""Hack and slash/Beat em up""",,,Appaloosa Interactive,,,,,,,,,,,,,,,,
Windowgames_1931,Limbo of the Lost,PC,Tri Synergy,2007-01-01,,"Point-and-click,Puzzle,Adventure",,,Majestic Studios,,,,,,,,,,,,,,,,
Windowgames_2022,Majesty: The Fantasy Kingdom Sim,PC,Hasbro Interactive,2000-01-01,,"Real Time Strategy (RTS),Simulator,Strategy",,,Cyberlore Studios,,,,,,,,,,,,,,,,
Windowgames_2192,MotoGP 07,PC,Milestone srl,2007-01-01,,"Racing,Simulator,Sport",,,Milestone srl,,,,,,,,,,,,,,,,
Windowgames_2251,NASCAR Racing 2,PC,"Papyrus Design Group,Sierra On-Line",1996-01-01,,"Racing,Simulator,Sport",,,Papyrus Design Group,,,,,,,,,,,,,,,,
Windowgames_1756,Iron Grip: Warlord,PC,Isotx,2008-01-01,,"Shooter,Real Time Strategy (RTS),Strategy,Indie",,,Isotx,,,,,,,,,,,,,,,,
Windowgames_1955,Lord of the Rings: The Fellowship of the Ring,PC,Universal Interactive,2002-01-01,,Adventure,,,The Whole Experience Surreal Software,,,,,,,,,,,,,,,,
Windowgames_1760,Ironclads: American Civil War,PC,Totem Games,2008-01-01,,"Simulator,Strategy",,,Totem Games,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Video_games_sales8183,Disney's Tarzan Untamed,GC,Ubisoft,2001-01-01,0.18,Platform,61.0,7.4,,,E,
,,,,,,,,,,,,,Video_games_sales8301,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,Marvelous Entertainment,2015-01-01,0.17,Simulation,72.0,6.5,,,E10+,
,,,,,,,,,,,,,Video_games_sales10382,Cabelas Adventure Camp,PS3,Activision,2011-01-01,0.11,Misc,,,,,E,
,,,,,,,,,,,,,Video_games_sales9808,Go! Sudoku,PSP,Sony Computer Entertainment,2005-01-01,0.12,Puzzle,,,,,,
,,,,,,,,,,,,,Video_games_sales8991,Crash: Twinsanity,X,Vivendi Games,2004-01-01,0.15,Platform,66.0,8.7,,,E,
,,,,,,,,,,,,,Video_games_sales9116,Nicktoons: ML,X360,Take-Two Interactive,2011-01-01,0.14,Sports,,7.6,,,E,
,,,,,,,,,,,,,Video_games_sales9487,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,Namco Bandai Games,2015-01-01,0.13,Action,,,,,,
,,,,,,,,,,,,,Video_games_sales7764,Way of the Samurai 4,PS3,Nippon Ichi Software,2011-01-01,0.2,Action,58.0,6.5,,,M,
,,,,,,,,,,,,,Video_games_sales8989,Galerians,PS,Crave Entertainment,1999-01-01,0.15,Adventure,,,,,,
,,,,,,,,,,,,,Video_games_sales10372,SD Gundam G Generation Genesis,PSV,Namco Bandai Games,2016-01-01,0.11,Strategy,,,,,,
,,,,,,,,,,,,,Video_games_sales7901,Warhammer: Shadow of the Horned Rat,PS,Mindscape,1996-01-01,0.19,Strategy,,,,,,
,,,,,,,,,,,,,Video_games_sales9108,Front Mission Alternative,PS,SquareSoft,1997-01-01,0.14,Strategy,,,,,,
