id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
all_games6621;Tiny Metal: Full Metal Rumble; Switch;;July 11, 2019;;;77;7.6;;Accompany a charming cast of characters through 39 campaign maps, packed with risky battles, a twisting story of mystery and tragedy, and increasingly difficult objectives.;;;PS4_id_8152;Vostok Inc;PS4;BadLand Publishing;2017-07-26;;Shoot 'em up,Management;;;NoseBleed Interactive;;;
all_games6316;Shadow of the Tomb Raider; PC;;September 14, 2018;;;77;6.9;;Experience Lara Croft's defining moment as she becomes the Tomb Raider. In Shadow of the Tomb Raider, Lara must master a deadly jungle, overcome terrifying tombs, and persevere through her darkest hour. As she races to save the world from a Maya apocalypse, Lara will ultimately be forged into the Tomb Raider she is destined to be. FEATURES: * Survive and Thrive In the Deadliest Place on Earth: Master an unforgiving jungle setting in order to survive. Explore underwater environments filled with crevasses and deep tunnel systems. * Become One With the Jungle: Outgunned and outnumbered, Lara must use the jungle to her advantage. Strike suddenly and disappear like a jaguar, use mud as camouflage, and instill fear in enemies to sow chaos. * Discover Dark and Brutal Tombs: Tombs are more terrifying than ever before, requiring advanced traversal techniques to reach them, and once inside they are filled with deadly puzzles. * Uncover Living History: Discover a hidden city and explore the biggest hub space ever found in a Tomb Raider game.;;;PS4_id_2557;One Word by POWGI (Asia);PS4;eastasiasoft;2019-07-09;;Puzzle;;;Lightwood Games;;;
all_games5471;TumbleSeed; Switch;;May 2, 2017;;;78;7.4;;TumbleSeed is a roguelike about balancing a seed up a dangerous and ever-changing mountain. Avoid holes and defeat corrupted creatures in this dual-stick action adventure.;;;PS4_id_5409;Disgaea 5: Alliance of Vengeance (JP);PS4;Nippon Ichi Software;2015-03-26;;Role Playing,Strategy,Turn Based;;;Nippon Ichi Software;;;
all_games5448;The Walking Dead: Season Two Episode 5 - No Going Back; PC;;August 26, 2014;;;78;8.5;;No Going Back is the 5th and last episode of Telltale Games' The Walking Dead: Season Two.;;;PS4_id_3220;ACA NEOGEO 2020 SUPER BASEBALL;PS4;Hamster;2017-06-29;;Sports,Baseball;;;Hamster;;;
all_games6938;Eldest Souls; PC;;July 29, 2021;;;76;6.5;;Eldest Souls is a challenging, pixel-art boss-rush game. The Old Gods have long been imprisoned. Humanity has prospered. Great Kingdoms have arisen from the now forsaken temples of worship. But no longer… In their final act of vengeance, the Old Gods have unleashed a great Desolation upon the world. Farmlands have turned to deserts, rivers to dust. The Great Crusade sent to slay the imprisoned Gods once and for all, has all but perished, and the human Kingdoms are in disarray. A lone Crusader approaches the Citadel, ancient prison of the Gods. His objective is simple: slay them all.;;;PS4_id_3592;Antipole DX;PS4;;;;;;;;;;
all_games6321;Attack on Titan; Xbox One;;August 30, 2016;;;77;6.4;;"Also known as ""Attack on Titan: Wings of Freedom"". Fight on a violent battlefield in which the game changes from moment to moment. Utilizing the ""Omni-directional mobility gear"" created specifically for battle with Titans allows you to fly freely across and above the battlefield. It's incumbent upon the Scout Regiment, to which Eren belongs, to travel beyond the Wall and expand the territories of mankind.";;;PS4_id_7982;Crysis 2 Remastered (EU);PS4;Crytek;2021-10-15;;First Person Shooter,Stealth;;;Crytek;;;
all_games5119;Batman: The Enemy Within - The Telltale Series; PC;;August 8, 2017;;;79;7.2;;In this latest chapter from the award-winning studio behind Batman - The Telltale Series, both Bruce Wayne and Batman will be forced into precarious new roles. The Riddler has returned to terrorize Gotham City, but his gruesome puzzles merely foreshadow an even greater crisis.;;;PS4_id_5203;Death Come True;PS4;Izanagi Games;2020-11-11;;Adventure;;;Too Kyo Games;;;
all_games4420;Bit.Trip Beat; Wii;;March 16, 2009;;;80;8.5;;[WiiWare] BIT.TRIP BEAT is a rhythm game that brings retro action into the present, letting you use the motion-sensing Wii Remote controller to bounce beats. Retro visuals, classic game play, four-player multiplayer and an 8-bit soundtrack will get you in the zone and rock your world. The challenges are mighty, but if you can stay cool as the difficulty increases, you'll discover the beginnings of the BIT.TRIP saga. [Nintendo];;;PS4_id_572;Evil Dead: The Game (PS4);PS4;;;;;;;;;;
all_games4598;NBA Live 10; Xbox 360;;October 6, 2009;;;80;7.7;;Featuring several innovations to the core gameplay experience and online game modes, NBA LIVE 10 is bringing a renewed focus to the long-running EA SPORTS basketball franchise. The groundbreaking Dynamic DNA service, driven by Synergy Sports Technology, makes a return in NBA LIVE 10, with significant improvements that allow players to connect their game to the NBA season like never before. [Electronic Arts];;;PS4_id_3674;Arcade Archives Halley's Comet;PS4;Hamster;2021-01-28;;Shoot 'em up;;;Taito;;;
all_games7435;Mario Tennis Aces; Switch;;June 22, 2018;;;75;7.1;;A new Mario Tennis game is bringing a new level of skill and competition to Nintendo Switch. Mario steps onto the court in classy tennis garb for intense rallies against a variety of characters in full-blown tennis battles. New wrinkles in tennis gameplay will challenge your ability to read an opponent's position and stroke to determine which shot will give you the advantage. And this time the game adds the first story mode since the Mario Tennis game on Game Boy Advance, offering a new flavor of tennis gameplay, with a variety of missions, boss battles and more.;;;PS4_id_1344;The Drone Racing League Simulator;PS4;The Drone Racing League;2021-04-14;;Arcade Racing,Aerial;;;The Drone Racing League;;;
all_games4687;Tales of Berseria; PC;;January 26, 2017;;;80;6.6;;Players set out on a journey of self-discovery as they assume the role of Velvet, a young woman whose once kind demeanor has been replaced and overcome with a festering anger and hatred after a traumatic experience three years prior to the events within TALES OF BERSERIA. Velvet will join a crew of pirates as they sail across the sea and visit the many islands that make up the sacred kingdom of Midgand in an all-new adventure developed by the celebrated team behind the TALES OF series.;;;PS4_id_7390;LoveChoice (EU) (PS4);PS4;Ratalaika Games;2021-09-10;;Visual Novel;;;Akaba Studio;;;
all_games4135;Bomberman Online; Dreamcast;;October 30, 2001;;;80;7.8;;Blast your way through the levels by destroying your opponents with strategically placed bombs. You need to use your bombs effectively, but you also better know when to run! Brand new stages and frantic new modes create an endless chain reaction of fun!;;;PS4_id_7780;Clockwork Aquario;PS4;;;;;;;;;;
