id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
Video_games_sales12299;TRON: Evolution;PC;Disney Interactive Studios;2010-01-01;0.07;Action;57.0;6.0;;;T;;PS4_id_2793;Persona 4: Dancing All Night;PS4;Atlus;2018-10-29;;Dance,Music;;;Atlus;;;
Video_games_sales13549;Short Track Racing: Trading Paint;PS2;THQ;2009-01-01;0.05;Racing;;;;;E;;PS4_id_1781;Tiny Troopers: Global Ops (PS4);PS4;;;;;;;;;;
Video_games_sales10803;EyeToy: Operation Spy;PS2;Sony Computer Entertainment;2005-01-01;0.1;Action;53.0;;;;E;;PS4_id_444;Eliosi's Hunt;PS4;TDZ Games;2017-08-15;;Shoot 'em up;;;TDZ Games;;;
Video_games_sales11954;TMNT: Mutant Melee;GC;Konami Digital Entertainment;2005-01-01;0.07;Fighting;44.0;2.8;;;T;;PS4_id_122;Wayward Sky;PS4;Uber Entertainment;2016-10-10;;Adventure;;;Uber Entertainment;;;
Video_games_sales12646;Cabelas Dangerous Hunts: Ultimate Challenge;PSP;Activision Value;2006-01-01;0.06;Sports;;4.0;;;T;;PS4_id_5013;Synergia (HK/TW);PS4;eastasiasoft;2021-03-18;;Visual Novel;;;Radi Art,Top Hat Studios;;;
Video_games_sales13065;Myst IV: Revelation;X;Ubisoft;2005-01-01;0.05;Adventure;75.0;;;;T;;PS4_id_3177;A Healer Only Lives Twice;PS4;Mediascape;2016-06-03;;Strategy;;;Pon Pon Games;;;
Video_games_sales13718;Get Up and Dance;PS3;O-Games;2011-01-01;0.04;Misc;;;;;T;;PS4_id_9343;Minute of Islands;PS4;mixtvision Digital;2021-06-13;;Puzzle,Adventure;;;Studio Fizbin;;;
Video_games_sales10873;Bejeweled Twist;DS;PopCap Games;2010-01-01;0.1;Puzzle;77.0;;;;E;;PS4_id_2471;Octonaut (Asia);PS4;eastasiasoft;2020-06-24;;Shoot 'em up;;;Joseph Calabro;;;
Video_games_sales12850;Omega Labyrinth;PSV;D3Publisher;2015-01-01;0.06;Role-Playing;;;;;;;PS4_id_9303;MilkChoco;PS4;GameParadiso;2021-10-07;;Third Person Shooter;;;GameParadiso;;;
Video_games_sales12148;Higurashi no Naku Koro ni Matsuri: Kakera Asobi;PS2;Alchemist;2007-01-01;0.07;Adventure;;;;;;;PS4_id_2080;Yo-kai Gakuen Y ~Waiwai Gakuen Seikatsu~;PS4;Level-5;2020-10-29;;Action-RPG,Role Playing;;;Level-5;;;
Video_games_sales11931;Derby Jockey: Kishou e no Michi;SNES;Asmik Corp;1994-01-01;0.07;Sports;;;;;;;PS4_id_7373;Lost Orbit;PS4;Pixelnauts;2015-05-12;;Action;;;Pixelnauts;;;
Video_games_sales11837;Tokyo Twilight Ghost Hunters;PSV;Aksys Games;2014-01-01;0.07;Role-Playing;63.0;7.0;;;T;;PS4_id_4830;Super Arcade Soccer 2021 (Asia);PS4;eastasiasoft;;;Sports,Football;;;Ruben Alcañiz,Rendercode Games;;;
