id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
Video_games_sales7080,Me & My Katamari,PSP,Namco Bandai Games,2005-01-01,0.23,Puzzle,,,,,,,,,,,,,,,,,,,
Video_games_sales8048,Imagine: Babyz Fashion,DS,Ubisoft,2009-01-01,0.18,Simulation,,,,,E,,,,,,,,,,,,,,
Video_games_sales8874,Killer7,GC,Capcom,2005-01-01,0.15,Action,74.0,8.5,,,M,,,,,,,,,,,,,,
Video_games_sales10348,Final Fantasy I & II,NES,Square,1994-01-01,0.11,Role-Playing,,,,,,,,,,,,,,,,,,,
Video_games_sales10078,Doukoku Shoshite...,SAT,Data East,1998-01-01,0.11,Adventure,,,,,,,,,,,,,,,,,,,
Video_games_sales8243,Velvet Assassin,X360,DTP Entertainment,2009-01-01,0.18,Shooter,56.0,6.9,,,M,,,,,,,,,,,,,,
Video_games_sales8351,Looney Tunes: Back in Action,GC,Warner Bros. Interactive Entertainment,2003-01-01,0.17,Platform,64.0,5.0,,,E,,,,,,,,,,,,,,
Video_games_sales7985,Jeep Thrills,Wii,Zoo Digital Publishing,2008-01-01,0.19,Racing,,5.7,,,E,,,,,,,,,,,,,,
Video_games_sales8246,Marvel Super Hero Squad: Comic Combat,X360,THQ,2011-01-01,0.18,Action,,,,,E10+,,,,,,,,,,,,,,
Video_games_sales10197,Lets Play Garden,DS,Deep Silver,2010-01-01,0.11,Simulation,,,,,E,,,,,,,,,,,,,,
Video_games_sales7332,Shrek SuperSlam,GC,Activision,2005-01-01,0.22,Action,70.0,7.7,,,E10+,,,,,,,,,,,,,,
Video_games_sales9972,Rubiks World,DS,Game Factory,2008-01-01,0.12,Puzzle,66.0,,,,E,,,,,,,,,,,,,,
,,,,,,,,,,,,,PS4_id_4771,Strikers Edge,PS4,PLAYDIUS,2018-01-30,,Fighting,,,Fun Punch Games,,,
,,,,,,,,,,,,,PS4_id_4806,Sumatra: Fate of Yandi (EU) (PS4),PS4,Ratalaika Games,2021-03-19,,"Adventure,Point & Click",,,Cloak and Dagger Games,,,
,,,,,,,,,,,,,PS4_id_4201,Sheepo (PS4),PS4,Top Hat Studios,2021-10-20,,"Metroidvania,Platformer",,,Kyle Thompson,,,
,,,,,,,,,,,,,PS4_id_4304,Skateboarding - Breakthrough Gaming Arcade (EU),PS4,Breakthrough Gaming,2021-06-27,,"Sports,Skateboarding",,,Breakthrough Gaming,,,
,,,,,,,,,,,,,PS4_id_4649,Star Wars: Vader Immortal - Episode 1,PS4,"Disney Interactive Studios,Perp Games",2020-08-25,,Action-Adventure,,,ILMxLab,,,
,,,,,,,,,,,,,PS4_id_5259,Defenders of Ekron (Asia),PS4,eastasiasoft,2018-03-09,,Shoot 'em up,,,In Vitro Games,,,
,,,,,,,,,,,,,PS4_id_4074,Scheming Through The Zombie Apocalypse: The Beginning,PS4,Ratalaika Games,2019-09-17,,"Adventure,Point & Click",,,Entertainment Forge,,,
,,,,,,,,,,,,,PS4_id_5520,DOOM VFR,PS4,Bethesda Softworks,2017-12-01,,"Action Horror,First Person Shooter",,,id Software,,,
,,,,,,,,,,,,,PS4_id_5358,Dexed,PS4,Ninja Theory,2017-01-31,,"On Rails,Shoot 'em up",,,Ninja Theory,,,
,,,,,,,,,,,,,PS4_id_4113,Secret Ponchos (EU),PS4,Sony Computer Entertainment,2014-12-03,,Shoot 'em up,,,Switchblade Monkeys Entertainment,,,
,,,,,,,,,,,,,PS4_id_4019,Sakura Succubus 2 (JP) (PS4),PS4,Gamuzumi,2021-05-20,,Visual Novel,,,Winged Cloud,,,
,,,,,,,,,,,,,PS4_id_4173,Shadows of Kurgansk (EU),PS4,"Gaijin Entertainment,Gaijin Distribution KFT",2021-09-23,,,,,Yadon Studio,,,
