id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
all_games5991,Plants vs. Zombies: Battle for Neighborville, PlayStation 4,,"October 18, 2019",,,77.0,5.4,,"Welcome to Neighborville, where all is well. Except that a crazy new coniferous conflict between brain-less and botanicals is brewing! What are you gonna do – call the crops? Soil your plants? It’s time to kick some grass in the wackiest shooter experience between plants and zombies yet: Plants vs. Zombies: Battle for Neighborville™.",,,,,,,,,,,,,,,
all_games5106,Eldest Souls, PlayStation 5,,"July 29, 2021",,,79.0,6.0,,"Eldest Souls is a challenging, pixel-art boss-rush game. The Old Gods have long been imprisoned. Humanity has prospered. Great Kingdoms have arisen from the now forsaken temples of worship. But no longer… In their final act of vengeance, the Old Gods have unleashed a great Desolation upon the world. Farmlands have turned to deserts, rivers to dust. The Great Crusade sent to slay the imprisoned Gods once and for all, has all but perished, and the human Kingdoms are in disarray. A lone Crusader approaches the Citadel, ancient prison of the Gods. His objective is simple: slay them all.",,,,,,,,,,,,,,,
all_games4111,Hot Shots Golf Fore!, PlayStation 2,,"August 17, 2004",,,80.0,8.4,,"(Also known as ""Minna No Golf 4,"" or ""Everybody's Golf 4"") Join in on the off-the-wall fun, true-to-life physics and new Online gameplay. With more courses and more characters than ever before Hot Shots Golf FORE! delivers more of what HSG fanatics have grown to love. Join a full cast of off-the-wall characters from the Clubhouse. 34 in all. Enjoy a variety of 15 different courses, from challenging 18-hole layouts, par 3 executive courses, and back by popular demand, Miniature Golf. Breathtaking graphics feature fully detailed course layouts with tree-lined fairways, manicured greens and treacherous hazards. Brilliant lighting effects and dramatic camera angles add energy and drama to spectacular shots and untimely 'shanks'. True-to-life golf physics and touch sensitive controls demand your careful consideration to golf?s many variables, such as wind, ball lie and course elevation. Intuitive controls and adjustable difficulty settings provide easy access for hackers and challenging gameplay for seasoned veterans. Fast paced arcade style gameplay eliminates waiting for load times...or slow foursomes. Test your golf skills in several different modes including, Tour, VS, and Training modes. Online play...Share the course with thousands of Hot Shots Golf fanatics from across the nation. [Sony]",,,,,,,,,,,,,,,
all_games6317,Outlast: Bundle of Terror, Switch,,"February 27, 2018",,,77.0,8.1,,"Investigate the inside of Mount Massive Asylum and live to uncover the mystery. Survival horror at its most terrifying In the remote mountains of Colorado, horrors await inside Mount Massive Asylum. A long-abandoned home for the mentally ill, it has been recently re-opened by the research and charity branch of the transnational Murkoff Corporation and operates in strict secrecy... until now. Acting on a tip from an anonymous source, independent journalist Miles Upshur breaks into the facility and what he discovers treads a terrifying line between science, religion, nature and something else entirely. Once inside, his only hope of escape lies with the terrible truth at the heart of Mount Massive. Outlast is a true survival horror experience which shows that the most terrifying monsters of all come from the human mind itself. Are you prepared?",,,,,,,,,,,,,,,
all_games4325,Tales from the Borderlands: A Telltale Game Series, Switch,,"March 23, 2021",,,80.0,8.3,,"On the unforgiving world of Pandora a Hyperion 'suit' and a con artist embark on an adventure to recover cash they both think is theirs. In this award-winning universe created by Gearbox Software, experience the story of Rhys and Fiona, unwilling partners on a quest for greatness.",,,,,,,,,,,,,,,
all_games5018,Jumpgate: The Reconstruction Initiative, PC,,"September 23, 2001",,,79.0,0.0,,"Real Time Spaceflight and Combat are but two elements in this Massively Multiplayer Online Spaceflight Simulation. Team up with others to actually ""re-create"" a universe with all that such an enterprise entails. Interact with squadron members and wayward travelers, struggle to stay on course in the face of solar storms, and battle mysterious adversaries (both human and alien). [3DO]",,,,,,,,,,,,,,,
all_games4442,Tooth and Tail, PC,,"September 12, 2017",,,80.0,7.8,,"Lead the revolution with an army of flamethrowing Boars, mustard gas-lobbing Skunks, and paratrooper-puking Owls. Tooth and Tail is a Real-Time-Strategy game featuring Single Player, Online Competitive Play, Split Screen, Replays, and more. Build a base, lead your army, eat your enemies!",,,,,,,,,,,,,,,
all_games6931,Burnout Dominator, PlayStation 2,,"March 6, 2007",,,76.0,7.8,,"Burnout Dominator is the next installment in the legendary Burnout series, loaded with intense racing action and dozens of retina-searing World Tour events. Burnout Dominator challenges gamers to face off against a series of hot-blooded rivals in brutal tests of aggressive driving techniques where performing burnouts gives you the advantage and multiplies your score potential. For the ultimate nerve-wracking experience, Burnout Dominator takes you to the very edge of control, punishing the smallest mistakes and rewarding drivers for taking outrageous risks. [Electronic Arts]",,,,,,,,,,,,,,,
all_games7060,Heaven's Vault, PC,,"April 16, 2019",,,76.0,6.0,,"An archaeological narrative adventure with an entire hieroglyphic language to decipher. Sail the rivers of space, explore lost moons, uncover ancient artefacts, and piece together a 5,000-year-old secret. Every answer feeds into a story that adapts around your actions. Will you uncover the path to Heaven’s Vault?",,,,,,,,,,,,,,,
all_games6730,Persona 4: Dancing All Night, PlayStation Vita,,"September 29, 2015",,,76.0,5.4,,"Persona 4: Dancing All Night is a story-driven music game of Persona 4, developed by ATLUS. Replacing the RPG elements are dance battles that challenge players' dexterity and accuracy as they tap out re-mixes of fan-favorite themes and brand new music tracks.",,,,,,,,,,,,,,,
