id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
Video_games_sales4200,Commando,2600,Activision,1987-01-01,0.47,Action,,,,,,,,,,,,,,,,,,,
Video_games_sales6950,Galaga: Destination Earth,PS,Hasbro Interactive,2000-01-01,0.24,Shooter,,8.0,,,E,,,,,,,,,,,,,,
Video_games_sales6337,Sengoku Basara 4,PS3,Capcom,2014-01-01,0.27,Action,,,,,,,,,,,,,,,,,,,
Video_games_sales5420,Conan,PS3,THQ,2007-01-01,0.34,Action,69.0,7.2,,,M,,,,,,,,,,,,,,
Video_games_sales6217,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,Disney Interactive Studios,2005-01-01,0.28,Action,71.0,,,,T,,,,,,,,,,,,,,
Video_games_sales4676,TRON: Evolution,PS3,Disney Interactive Studios,2010-01-01,0.42,Action,58.0,6.2,,,T,,,,,,,,,,,,,,
Video_games_sales5068,Iron Man 2,PSP,Sega,2010-01-01,0.38,Action,49.0,,,,T,,,,,,,,,,,,,,
Video_games_sales6331,Rocky: Legends,PS2,Ubisoft,2004-01-01,0.27,Action,65.0,8.6,,,T,,,,,,,,,,,,,,
Video_games_sales6855,BioShock 2,PC,Take-Two Interactive,2010-01-01,0.24,Shooter,88.0,8.0,,,M,,,,,,,,,,,,,,
Video_games_sales6027,Imagine: Fashion Designer World Tour,DS,Ubisoft,2009-01-01,0.29,Simulation,,,,,E,,,,,,,,,,,,,,
Video_games_sales6024,Area 51,X,Midway Games,2005-01-01,0.29,Shooter,72.0,8.1,,,M,,,,,,,,,,,,,,
Video_games_sales6757,"Barbie: Jet, Set & Style!",Wii,THQ,2011-01-01,0.25,Misc,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,PS4_id_3840,Assassin's Creed Chronicles: China,PS4,Ubisoft,2015-04-22,,"Stealth,Platformer",,,Climax Studios,,,
,,,,,,,,,,,,,PS4_id_2258,Utawarerumono: Prelude to the Fallen (JP),PS4,Aquaplus,2018-04-26,,"Role Playing,Strategy,Turn Based,Visual Novel",,,Aquaplus,,,
,,,,,,,,,,,,,PS4_id_2385,Inside My Radio,PS4,Iceberg Interactive,2016-01-19,,"Platformer,Music",,,Seaven Studio,,,
,,,,,,,,,,,,,PS4_id_2881,Pistol Whip,PS4,Cloudhead Games,2020-07-30,,First Person Shooter,,,Cloudhead Games,,,
,,,,,,,,,,,,,PS4_id_2574,ONRUSH,PS4,Deep Silver,2018-06-05,,"Automobile,Arcade Racing,Vehicular Combat",,,Codemasters,,,
,,,,,,,,,,,,,PS4_id_2684,PandaBall,PS4,GetAGame,2020-02-06,,"Sports,Football",,,GetAGame,,,
,,,,,,,,,,,,,PS4_id_2847,Pic-a-Pix Pieces (EU),PS4,Lightwood Games,2019-01-08,,Puzzle,,,Lightwood Games,,,
,,,,,,,,,,,,,PS4_id_2217,Unicorn Break Head to Head,PS4,Smobile,2021-08-13,,Action,,,Smobile,,,
,,,,,,,,,,,,,PS4_id_2835,Pic-a-Pix Classic (Asia),PS4,eastasiasoft,2019-07-16,,Puzzle,,,Lightwood Games,,,
,,,,,,,,,,,,,PS4_id_2914,Pizza Titan Ultra,PS4,Breakfall,2018-08-21,,Mech,,,Breakfall,,,
,,,,,,,,,,,,,PS4_id_3446,Akash: Path of the Five (EU),PS4,Truant Pixel,2019-09-03,,Visual Novel,,,Truant Pixel,,,
,,,,,,,,,,,,,PS4_id_2422,Iron Snout (Asia),PS4,eastasiasoft,2019-04-18,,Beat 'em up,,,SnoutUp,,,
