id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
Video_games_sales14034,Countdown Vampires,PS,Namco Bandai Games,1999-01-01,0.04,Adventure,41.0,,,,M,,,,,,,,,,,,,,
Video_games_sales15173,Puppet Show 3: Lost Town,PC,Focus Home Interactive,2011-01-01,0.02,Puzzle,,,,,,,,,,,,,,,,,,,
Video_games_sales17035,Shinkyouku Soukai Polyphonica: 3&4 Hanashi Kanketsuhen,PS2,Prototype,2007-01-01,0.01,Adventure,,,,,,,,,,,,,,,,,,,
Video_games_sales15013,X3: Terran Conflict,PC,Deep Silver,2008-01-01,0.03,Simulation,73.0,7.9,,,T,,,,,,,,,,,,,,
Video_games_sales17005,Phi Brain: Kizuna no Puzzle,PSP,Arc System Works,2012-01-01,0.01,Action,,,,,,,,,,,,,,,,,,,
Video_games_sales16289,Major Dream: Major Wii Nagero! Gyroball!!,Wii,Takara Tomy,2008-01-01,0.01,Sports,,,,,,,,,,,,,,,,,,,
Video_games_sales16814,Yunohana Spring!,PSV,Idea Factory,2015-01-01,0.01,Action,,,,,,,,,,,,,,,,,,,
Video_games_sales15666,Speed Kings,GC,Acclaim Entertainment,2003-01-01,0.02,Racing,59.0,,,,E,,,,,,,,,,,,,,
Video_games_sales17391,The Aly & AJ Adventure,DS,"Destination Software, Inc",2007-01-01,0.01,Adventure,,,,,,,,,,,,,,,,,,,
Video_games_sales14997,Blade Arcus from Shining EX,PS4,Sega,2015-01-01,0.03,Fighting,,,,,,,,,,,,,,,,,,,
Video_games_sales14704,Harry Potter and the Half-Blood Prince,PC,Electronic Arts,2009-01-01,0.03,Action,64.0,6.1,,,E10+,,,,,,,,,,,,,,
Video_games_sales16923,Astraea no Shiroki Eien: White Eternity,PSV,dramatic create,2016-01-01,0.01,Adventure,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD88272,The Case Book of Arne,Microsoft Windows,,2020-10-28T00:00:00,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD89415,helionaut,Microsoft Windows,,2020-06-10T00:00:00,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD89983,Bonfire Peaks,PlayStation 4,,2021-09-30T00:00:00,,,,,,,Teen,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD78509,Sword of the Necromancer,Linux,,2021-01-28T00:00:00,,,,,,,Mature 17+,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD89197,The Callisto Protocol,PlayStation 5,,2022-12-02T00:00:00,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD75502,The Jackbox Party Pack 5,personal computer,,2018-10-17T00:00:00,,,,,,,Teen,The Jackbox Party Pack
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD86189,Towaga: Among Shadows,Microsoft Windows,,2020-07-14T00:00:00,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD83684,Undeads,Microsoft Windows,,2022-03-16T00:00:00,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD76152,Train Simulator: MRCE ER20 Eurorunner Loco Add-On,Microsoft Windows,,2013-10-24T00:00:00,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD79198,Dreamscaper,Microsoft Windows,,2020-08-14T00:00:00,,,,,,,Everyone 10+,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD72739,John Wick Hex,Nintendo Switch,,2019-10-08T00:00:00,,,,,,,Mature 17+,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD77963,A HERO AND A GARDEN,macOS,,2022-05-05T00:00:00,,,,,,,,
