id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
all_games7050,Hot Shots Golf: World Invitational, PlayStation Vita,,"February 7, 2012",,,76.0,8.1,,"The over-the-top golf franchise is back using a wide array of PS Vita system features including front and rear touch for shot preparation, 3G asynchronous gameplay, online tournaments, and the ability to peruse the course in real time. [Sony]",,,,,,,,,,,,,,,
all_games7341,Armello, PC,,"September 1, 2015",,,75.0,7.1,,A swashbuckling adventure that combines the strategic play of card and board games with RPG elements. Wage single and multiplayer strategy battles as you adventure across the land of Armello on your quest for the throne.,,,,,,,,,,,,,,,
all_games5294,Curse of the Dead Gods, PlayStation 4,,"February 23, 2021",,,79.0,7.6,,"You seek untold riches, eternal life, divine powers -- it leads to this accursed temple, a seemingly-infinite labyrinth of bottomless pits, deadly traps, and monsters. Your greed will lead you to death, but that is not an escape. Rise to fight again. Delve deeper again. Defy the malignant deities that linger in this place. Battle through hordes of enemies in dark, cavernous passages filled with traps and secrets of all sorts -- fire-spewing statues, explosives, hidden spikes, and worse. Collect mystical Relics and an arsenal of weapons to make yourself unstoppable. Corruption builds in you with every step -- encourage or ignore it, but each powerful curse can be a double-edged sword.",,,,,,,,,,,,,,,
all_games5556,Super Street Fighter IV: Arcade Edition, Xbox 360,,"June 28, 2011",,,78.0,7.0,,"Super Street Fighter IV Arcade Edition features a roster of 39 characters, with 4 new characters added.",,,,,,,,,,,,,,,
all_games7425,Pokemon Sword / Shield: The Crown Tundra, Switch,,"October 22, 2020",,,75.0,7.1,,"THE CROWN TUNDRA The Crown Tundra expansion is set in the snow-swept realm of The Crown Tundra. See for yourself the beautiful scenery of this shining, silvery landscape! In this frigid area, with its jagged winter mountains, people live in small communities where they support and rely on one another. A certain person will appoint you as the leader of their exploration team in The Crown Tundra. You'll then be tasked with investigating the reaches of this frozen land. And remember the Pokémon Dens that you've only been able to glimpse during Max Raid Battles? Well, now you'll be able to explore their full depths!",,,,,,,,,,,,,,,
all_games5028,Metroid Prime Pinball, DS,,"October 24, 2005",,,79.0,7.9,,"Samus Aran's entry into the bumper-and-flipper world is a sleek, sci-fi classic gaming adventure that has her careening into gigantic boss monsters and bouncing through a variety of exciting pinball tables. Play tables across two screens at the same time using the touch screen to nudge the pinball table. Battle deadly enemies and experience a number of special modes such as Clone Machine Multiball and the Wall-Jump Challenge while you blast and bomb your high score into a state of pure pinball pandemonium. [Nintendo]",,,,,,,,,,,,,,,
all_games4382,Super Time Force Ultra, PC,,"August 25, 2014",,,80.0,6.5,,"Super Time Force is an action-packed platformer with a time-travelling twist! Youre in control of time itself, bending and stretching it to your advantage on the battlefield. Rewind time and choose when to jump back into the action, teaming-up with your past selves in a unique single-player co-op experience! Take control of up to 16 unique characters, and battle across 6 different time periods, from the long-ago past to the far-away future.",,,,,,,,,,,,,,,
all_games4908,Sniper Elite 4, Switch,,"November 17, 2020",,,79.0,8.2,,"Welcome to Italy, 1943. Set in the aftermath of its award-winning predecessor, Sniper Elite 4 continues the series World War Two heritage by transporting players across the beautiful Italian peninsula, from sun-drenched Mediterranean coastal towns, to colossal Nazi mega structures, daunting forests and giddying mountain monasteries inspired by Monte Cassino. Covert agent and elite marksman Karl Fairburne must fight alongside the brave men and women of the Italian Resistance to help free their country from the yoke of Fascism, and defeat a terrifying new threat with the potential to halt the Allied fightback in Europe before its even begun. If his mission fails, there will be no Operation Overlord, no D-Day landings, and no Victory in Europe.",,,,,,,,,,,,,,,
all_games6845,Wolfenstein: The Old Blood, PC,,"May 5, 2015",,,76.0,7.6,,"It's 1946 and the Nazis are on the verge of winning WWII. In attmepting to turn the tide in the allies’ favor, B.J. Blazkowicz has to embark on an epic, two-part mission deep within Bavaria… Part one of Wolfenstein: The Old Blood - Rudi Jäger and the Den of Wolves - pits BJ Blazkowicz against a notorious prison warden as he breaks into Castle Wolfenstein in an attempt to steal the coordinates to General Deathshead’s compound. In the second part – The Dark Secrets of Helga Von Schabbs – our hero's search for the coordinates leads him to the city of Wulfburg where an obsessed Nazi archaeologist is exhuming enigmatic artifacts that threaten to unleash a dark and ancient power.",,,,,,,,,,,,,,,
all_games5821,The Sojourn, PC,,"September 20, 2019",,,78.0,6.6,,"Traverse a thought-provoking puzzle game and its immersive color-drenched world of light and shadow. The Sojourn takes place in a mysterious land, where lights guide you forward and the world reveals itself to be full of challenges. Overcome these intricate and ever more demanding obstacles to uncover the nature of reality.",,,,,,,,,,,,,,,
