id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
Video_games_sales4964,Hitman: Blood Money,X360,Eidos Interactive,2006-01-01,0.39,Action,82.0,8.7,,,M,,,,,,,,,,,,,,
Video_games_sales6716,NBA Showtime: NBA on NBC,N64,Midway Games,1999-01-01,0.25,Sports,,,,,,,,,,,,,,,,,,,
Video_games_sales6386,Wipeout 2,X360,Activision,2011-01-01,0.27,Misc,,,,,E10+,,,,,,,,,,,,,,
Video_games_sales6440,Operation Armored Liberty,GBA,Majesco Entertainment,2003-01-01,0.27,Action,,,,,T,,,,,,,,,,,,,,
Video_games_sales6747,Devil Kings,PS2,Capcom,2005-01-01,0.25,Action,64.0,7.4,,,T,,,,,,,,,,,,,,
Video_games_sales6893,We Sing Pop!,Wii,Nordic Games,2012-01-01,0.24,Misc,,,,,,,,,,,,,,,,,,,
Video_games_sales3609,Resident Evil 2,N64,Virgin Interactive,1999-01-01,0.56,Action,,,,,,,,,,,,,,,,,,,
Video_games_sales6543,Evolution Skateboarding,PS2,Konami Digital Entertainment,2002-01-01,0.26,Sports,44.0,6.7,,,T,,,,,,,,,,,,,,
Video_games_sales3783,Manhunt 2,Wii,Take-Two Interactive,2007-01-01,0.53,Action,62.0,7.1,,,M,,,,,,,,,,,,,,
Video_games_sales3549,LEGO Dimensions,WiiU,Warner Bros. Interactive Entertainment,2015-01-01,0.57,Action,62.0,6.5,,,E10+,,,,,,,,,,,,,,
Video_games_sales4995,Homefront: The Revolution,PS4,Deep Silver,2016-01-01,0.38,Shooter,48.0,3.9,,,M,,,,,,,,,,,,,,
Video_games_sales4050,NHL 16,XOne,Electronic Arts,2015-01-01,0.49,Sports,80.0,6.0,,,E10+,,,,,,,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD35788,Charlotte's Web,PlayStation 2,,2006-11-14T00:00:00,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD27775,Yu-Gi-Oh! The Dawn of Destiny,Xbox,,2004-03-23T00:00:00,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD20303,Alone in the Dark,iOS,,1992-01-01T00:00:00,,,,,,,Teen,Alone in the Dark
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD29785,Army Men: Sarge's Heroes,Microsoft Windows,,2000-10-30T00:00:00,,,,,,,Teen,Army Men
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD29226,Last Bullet,Nintendo DS,,2009-04-23T00:00:00,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD27258,Drag Race Eliminator,DOS,,1986-01-01T00:00:00,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD24083,Lightning Warrior Raidy II: Temple of Desire,Microsoft Windows,,1996-03-22T00:00:00,,,,,,,,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD19617,Gunbird 2,PlayStation 2,,1998-01-01T00:00:00,,,,,,,,Gunbird
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD32311,Shellshock: Nam '67,Xbox,,2004-09-03T00:00:00,,,,,,,Mature 17+,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD33492,Phoenix Wright: Ace Attorney,iOS,,2001-10-11T00:00:00,,,,,,,Teen,Ace Attorney
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD31400,Infinite Undiscovery,Xbox 360,,2008-09-02T00:00:00,,,,,,,Teen,
,,,,,,,,,,,,,C:\Users\flola\IONOS HiD24133,Sonic the Hedgehog 2,Sega Master System,,1992-10-16T00:00:00,,,,,,,Everyone,Sonic the Hedgehog
