Video_games_sales15114,wikidata_id_56277,TRUE
Video_games_sales15253,wikidata_id_52734,TRUE
Video_games_sales15614,wikidata_id_51500,TRUE
Video_games_sales15644,wikidata_id_64138,TRUE
Video_games_sales14239,wikidata_id_74483,TRUE
Video_games_sales13929,wikidata_id_65691,TRUE
Video_games_sales15303,wikidata_id_89879,FALSE
Video_games_sales15868,wikidata_id_53394,FALSE
Video_games_sales15084,wikidata_id_73207,TRUE
Video_games_sales15187,wikidata_id_61137,TRUE
Video_games_sales15279,wikidata_id_52886,FALSE
Video_games_sales15403,wikidata_id_46616,FALSE
Video_games_sales15515,wikidata_id_47484,FALSE
Video_games_sales15648,wikidata_id_61563,FALSE
Video_games_sales15713,wikidata_id_47468,FALSE
Video_games_sales14586,wikidata_id_68876,FALSE
Video_games_sales14533,wikidata_id_65884,FALSE
Video_games_sales14475,wikidata_id_31383,FALSE
Video_games_sales14441,wikidata_id_77743,FALSE
Video_games_sales14401,wikidata_id_22244,FALSE
Video_games_sales11889,wikidata_id_28215,FALSE
Video_games_sales11920,wikidata_id_52411,TRUE
Video_games_sales11952,wikidata_id_47062,FALSE
Video_games_sales12038,wikidata_id_48102,FALSE
Video_games_sales12259,wikidata_id_63198,FALSE
Video_games_sales12262,wikidata_id_64342,TRUE
Video_games_sales12266,wikidata_id_50674,FALSE
Video_games_sales12278,wikidata_id_71187,TRUE
Video_games_sales12340,wikidata_id_57224,TRUE
Video_games_sales12700,wikidata_id_64404,FALSE
Video_games_sales7004,wikidata_id_59545,TRUE
Video_games_sales7000,wikidata_id_38858,TRUE
Video_games_sales7019,wikidata_id_69016,TRUE
Video_games_sales7041,wikidata_id_37342,TRUE
Video_games_sales7045,wikidata_id_49319,TRUE
Video_games_sales7052,wikidata_id_32402,TRUE
Video_games_sales7112,wikidata_id_11012,TRUE
Video_games_sales7136,wikidata_id_49951,FALSE
Video_games_sales7171,wikidata_id_41646,FALSE
Video_games_sales7197,wikidata_id_32987,FALSE
Video_games_sales7258,wikidata_id_65515,FALSE
Video_games_sales7292,wikidata_id_53224,FALSE
Video_games_sales7314,wikidata_id_73382,FALSE
Video_games_sales8072,wikidata_id_63605,FALSE
Video_games_sales8758,wikidata_id_20231,FALSE
Video_games_sales8771,wikidata_id_28242,FALSE
Video_games_sales8778,wikidata_id_67356,FALSE
Video_games_sales8790,wikidata_id_39444,FALSE
Video_games_sales8817,wikidata_id_76370,FALSE
Video_games_sales9158,wikidata_id_29326,FALSE
Video_games_sales671,wikidata_id_30157,FALSE
Video_games_sales671,wikidata_id_31536,FALSE
Video_games_sales1644,wikidata_id_54901,TRUE
Video_games_sales9193,wikidata_id_29147,TRUE
Video_games_sales287,wikidata_id_44057,TRUE
Video_games_sales4735,wikidata_id_39999,TRUE
Video_games_sales3060,wikidata_id_62294,TRUE
Video_games_sales2731,wikidata_id_72600,TRUE
Video_games_sales311,wikidata_id_75364,TRUE
Video_games_sales4917,wikidata_id_74057,TRUE
Video_games_sales13953,wikidata_id_38960,TRUE
Video_games_sales13953,wikidata_id_79124,FALSE
Video_games_sales6625,wikidata_id_29340,TRUE
Video_games_sales38,wikidata_id_50946,TRUE
Video_games_sales5043,wikidata_id_60488,TRUE
Video_games_sales1533,wikidata_id_3329,FALSE
Video_games_sales2019,wikidata_id_15679,FALSE
Video_games_sales1407,wikidata_id_17506,FALSE
Video_games_sales106,wikidata_id_16242,FALSE
Video_games_sales670,wikidata_id_7650,FALSE
Video_games_sales471,wikidata_id_17828,FALSE
Video_games_sales2828,wikidata_id_16408,FALSE
Video_games_sales14,wikidata_id_246,FALSE
Video_games_sales899,wikidata_id_4337,FALSE
Video_games_sales2578,wikidata_id_1184,FALSE
Video_games_sales2098,wikidata_id_14658,FALSE
Video_games_sales262,wikidata_id_11349,FALSE
Video_games_sales12604,wikidata_id_58904,TRUE
Video_games_sales12632,wikidata_id_76440,TRUE
Video_games_sales10948,wikidata_id_72318,FALSE
Video_games_sales3388,wikidata_id_76599,FALSE
Video_games_sales3405,wikidata_id_84246,FALSE
Video_games_sales3418,wikidata_id_39571,TRUE
Video_games_sales3429,wikidata_id_51122,TRUE
Video_games_sales3440,wikidata_id_51177,FALSE
Video_games_sales3476,wikidata_id_51246,FALSE
Video_games_sales3490,wikidata_id_51263,FALSE
Video_games_sales3545,wikidata_id_59080,TRUE
Video_games_sales1409,wikidata_id_31382,FALSE
Video_games_sales6519,wikidata_id_74328,FALSE
Video_games_sales6519,wikidata_id_74393,FALSE
Video_games_sales6519,wikidata_id_74459,TRUE
Video_games_sales15207,wikidata_id_32772,TRUE
Video_games_sales3802,wikidata_id_47739,TRUE
Video_games_sales11725,wikidata_id_31243,TRUE
Video_games_sales1140,wikidata_id_66276,TRUE
Video_games_sales5406,wikidata_id_46446,TRUE
Video_games_sales8144,wikidata_id_67118,FALSE
Video_games_sales8144,wikidata_id_68693,TRUE
Video_games_sales103,wikidata_id_52050,TRUE
Video_games_sales103,wikidata_id_73277,FALSE
Video_games_sales103,wikidata_id_73285,FALSE
Video_games_sales103,wikidata_id_73574,FALSE
Video_games_sales2699,wikidata_id_5176,TRUE
Video_games_sales2699,wikidata_id_551,FALSE
Video_games_sales629,wikidata_id_36230,TRUE
Video_games_sales11094,wikidata_id_21598,FALSE
Video_games_sales16065,wikidata_id_56275,TRUE
Video_games_sales4866,wikidata_id_74832,TRUE
Video_games_sales4866,wikidata_id_89171,FALSE
Video_games_sales196,wikidata_id_44583,FALSE
Video_games_sales196,wikidata_id_37337,TRUE
Video_games_sales4509,wikidata_id_35521,FALSE
Video_games_sales12313,wikidata_id_47043,FALSE
Video_games_sales12644,wikidata_id_67854,TRUE
Video_games_sales3369,wikidata_id_11164,FALSE
Video_games_sales13438,wikidata_id_57158,FALSE
Video_games_sales13438,wikidata_id_63542,TRUE
Video_games_sales5031,wikidata_id_65731,TRUE
Video_games_sales376,wikidata_id_36616,TRUE
Video_games_sales376,wikidata_id_27752,FALSE
Video_games_sales8279,wikidata_id_28993,TRUE
Video_games_sales8279,wikidata_id_44565,FALSE
Video_games_sales14299,wikidata_id_29372,TRUE
Video_games_sales14299,wikidata_id_31501,FALSE
Video_games_sales8939,wikidata_id_51576,FALSE
Video_games_sales501,wikidata_id_30395,TRUE
Video_games_sales501,wikidata_id_33926,TRUE
Video_games_sales501,wikidata_id_39306,TRUE
Video_games_sales1308,wikidata_id_71690,TRUE
Video_games_sales8849,wikidata_id_62863,FALSE
Video_games_sales8849,wikidata_id_53099,TRUE
Video_games_sales2640,wikidata_id_44867,TRUE
Video_games_sales2640,wikidata_id_42167,FALSE
Video_games_sales4135,wikidata_id_5825,FALSE
Video_games_sales4135,wikidata_id_26269,TRUE
Video_games_sales4317,wikidata_id_37488,TRUE
Video_games_sales666,wikidata_id_13703,TRUE
Video_games_sales1289,wikidata_id_858,TRUE
Video_games_sales13312,wikidata_id_4929,FALSE
Video_games_sales13167,wikidata_id_49988,FALSE
Video_games_sales2741,wikidata_id_44712,FALSE
Video_games_sales13577,wikidata_id_79087,FALSE
Video_games_sales12429,wikidata_id_59095,FALSE
Video_games_sales4616,wikidata_id_40666,FALSE
Video_games_sales11014,wikidata_id_25947,FALSE
Video_games_sales8369,wikidata_id_59642,FALSE
Video_games_sales9001,wikidata_id_24468,FALSE
Video_games_sales4912,wikidata_id_23180,FALSE
Video_games_sales1677,wikidata_id_41519,FALSE
Video_games_sales11588,wikidata_id_28143,FALSE
Video_games_sales5817,wikidata_id_59842,FALSE
Video_games_sales15349,wikidata_id_27071,FALSE
Video_games_sales12841,wikidata_id_13570,FALSE
Video_games_sales7650,wikidata_id_21838,FALSE
Video_games_sales8664,wikidata_id_38438,FALSE
Video_games_sales8138,wikidata_id_85591,FALSE
Video_games_sales12636,wikidata_id_83473,FALSE
Video_games_sales2514,wikidata_id_16397,FALSE
Video_games_sales4808,wikidata_id_16382,FALSE
Video_games_sales2441,wikidata_id_30975,FALSE
Video_games_sales7705,wikidata_id_87044,FALSE
Video_games_sales355,wikidata_id_38993,FALSE
Video_games_sales4489,wikidata_id_90173,FALSE
Video_games_sales10232,wikidata_id_26865,FALSE
Video_games_sales6936,wikidata_id_66149,FALSE
Video_games_sales16846,wikidata_id_65448,FALSE
Video_games_sales3175,wikidata_id_791,FALSE
